License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
USASAT-101G,United States 🇺🇸,137.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=USASAT-101G&sel_satname=USASAT-101G&plan_id=plan
NSS-FSS-137W,Netherlands 🇳🇱,137.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-137W&sel_satname=NSS-FSS-137W&plan_id=plan
NSS-FSS 137W,Netherlands 🇳🇱,137.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS+137W&sel_satname=NSS-FSS+137W&plan_id=plan
USASAT-85A,United States 🇺🇸,137.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-85A&sel_satname=USASAT-85A&plan_id=
USASAT-22G,United States 🇺🇸,137.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-22G&sel_satname=USASAT-22G&plan_id=
USASAT-22J,United States 🇺🇸,137.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-22J&sel_satname=USASAT-22J&plan_id=
GOES-WEST-4,United States 🇺🇸,137.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GOES-WEST-4&sel_satname=GOES-WEST-4&plan_id=
KYPROS-137W,Cyprus 🇨🇾,137.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-137W&sel_satname=KYPROS-137W&plan_id=
NSS-G7 137W,Netherlands 🇳🇱,137.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G7+137W&sel_satname=NSS-G7+137W&plan_id=
NSS-G8-137W,Netherlands 🇳🇱,137.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G8-137W&sel_satname=NSS-G8-137W&plan_id=
USASAT-60A-1,United States 🇺🇸,137.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-60A-1&sel_satname=USASAT-60A-1&plan_id=
ODYSSEY-137W-1,Germany 🇩🇪,137.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-137W-1&sel_satname=ODYSSEY-137W-1&plan_id=
ODYSSEY-137W,Germany 🇩🇪,137.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-137W&sel_satname=ODYSSEY-137W&plan_id=
CHNNEWSAT-G2-138W,China 🇨🇳,138.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G2-138W&sel_satname=CHNNEWSAT-G2-138W&plan_id=
CHNNEWSAT-G1-138W,China 🇨🇳,138.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G1-138W&sel_satname=CHNNEWSAT-G1-138W&plan_id=
