License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
CAN-BSS64,Canada 🇨🇦,91.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CAN-BSS64&sel_satname=CAN-BSS64&plan_id=
CANSAT-74,Canada 🇨🇦,91.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CANSAT-74&sel_satname=CANSAT-74&plan_id=
CAN-BSS31,Canada 🇨🇦,91.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CAN-BSS31&sel_satname=CAN-BSS31&plan_id=
USASAT-60E,United States 🇺🇸,91.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60E&sel_satname=USASAT-60E&plan_id=
USASAT-35N,United States 🇺🇸,91.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-35N&sel_satname=USASAT-35N&plan_id=
USASAT-24K,United States 🇺🇸,91.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-24K&sel_satname=USASAT-24K&plan_id=
USASAT-9A,United States 🇺🇸,91.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-9A&sel_satname=USASAT-9A&plan_id=
CANSAT-70,Canada 🇨🇦,91.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CANSAT-70&sel_satname=CANSAT-70&plan_id=
UKSAT-33,United Kingdom 🇬🇧,91.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKSAT-33&sel_satname=UKSAT-33&plan_id=
MEASAT-ROUTE-4C,Malaysia 🇲🇾,91.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-ROUTE-4C&sel_satname=MEASAT-ROUTE-4C&plan_id=
ODYSSEY FSS-91W,Germany 🇩🇪,91.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY+FSS-91W&sel_satname=ODYSSEY+FSS-91W&plan_id=plan
ODYSSEY-91W,Germany 🇩🇪,91.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-91W&sel_satname=ODYSSEY-91W&plan_id=
CAN-BSS2 TTAC,Canada 🇨🇦,91.1°W,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CAN-BSS2+TTAC&sel_satname=CAN-BSS2+TTAC&plan_id=
BLZ00000,Belize 🇧🇿,90.8°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BLZ00000&sel_satname=BLZ00000&plan_id=plan
IK-90.5W,Russian Federation 🇷🇺,90.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-90.5W&sel_satname=IK-90.5W&plan_id=
USGAE-1,United States 🇺🇸,90.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-1&sel_satname=USGAE-1&plan_id=
MILSTAR 1,United States 🇺🇸,90.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MILSTAR+1&sel_satname=MILSTAR+1&plan_id=
F-SAT-N7-90W,France 🇫🇷,90.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-90W&sel_satname=F-SAT-N7-90W&plan_id=
F-SAT-30B-90W,France 🇫🇷,90.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-90W&sel_satname=F-SAT-30B-90W&plan_id=plan
