License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
STATSIONAR-D3,Russian Federation 🇷🇺,35.0°E,Planned,Notification of Space Station (N),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-D3&sel_satname=STATSIONAR-D3&plan_id=plan
GALS-6,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GALS-6&sel_satname=GALS-6&plan_id=
PROGNOZ-3,Russian Federation 🇷🇺,35.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PROGNOZ-3&sel_satname=PROGNOZ-3&plan_id=
RGS-S-35E,Russian Federation 🇷🇺,35.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-35E&sel_satname=RGS-S-35E&plan_id=
STATSIONAR-2,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-2&sel_satname=STATSIONAR-2&plan_id=
TOR-2M,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-2M&sel_satname=TOR-2M&plan_id=
VOLNA-11,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-11&sel_satname=VOLNA-11&plan_id=
STATSIONAR-D3,Russian Federation 🇷🇺,35.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-D3&sel_satname=STATSIONAR-D3&plan_id=
F-SAT-30B-34.5E,France 🇫🇷,34.5°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-34.5E&sel_satname=F-SAT-30B-34.5E&plan_id=plan
ARABSAT-11E-34.5E,Saudi Arabia 🇸🇦,34.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11E-34.5E&sel_satname=ARABSAT-11E-34.5E&plan_id=
ARABSAT-9E-34.5E,Saudi Arabia 🇸🇦,34.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9E-34.5E&sel_satname=ARABSAT-9E-34.5E&plan_id=
ARABSAT-8E-34.5ER,Saudi Arabia 🇸🇦,34.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-8E-34.5ER&sel_satname=ARABSAT-8E-34.5ER&plan_id=
ARABSAT 6E-34.5E,Saudi Arabia 🇸🇦,34.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+6E-34.5E&sel_satname=ARABSAT+6E-34.5E&plan_id=
F-SAT-P-30B-34.5E-F,France 🇫🇷,34.5°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-34.5E-F&sel_satname=F-SAT-P-30B-34.5E-F&plan_id=plan
TIBASAT-35.5E,Egypt 🇪🇬,35.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TIBASAT-35.5E&sel_satname=TIBASAT-35.5E&plan_id=
EGYCOMM0A,Egypt 🇪🇬,35.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EGYCOMM0A&sel_satname=EGYCOMM0A&plan_id=
EGYCOMM8A,Egypt 🇪🇬,35.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EGYCOMM8A&sel_satname=EGYCOMM8A&plan_id=
IRN-S-34,Iran (Islamic Republic of) 🇮🇷,34.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRN-S-34&sel_satname=IRN-S-34&plan_id=
IRN30B-B-34E,Iran (Islamic Republic of) 🇮🇷,34.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IRN30B-B-34E&sel_satname=IRN30B-B-34E&plan_id=plan
CHNNEWSAT-G1-34E,China 🇨🇳,34.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHNNEWSAT-G1-34E&sel_satname=CHNNEWSAT-G1-34E&plan_id=
IRANSAT-B-34E,Iran (Islamic Republic of) 🇮🇷,34.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-34E&sel_satname=IRANSAT-B-34E&plan_id=
IRANDBS4-KA-G2,Iran (Islamic Republic of) 🇮🇷,34.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANDBS4-KA-G2&sel_satname=IRANDBS4-KA-G2&plan_id=
IRANDBS4-KAFL,Iran (Islamic Republic of) 🇮🇷,34.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANDBS4-KAFL&sel_satname=IRANDBS4-KAFL&plan_id=
CHNNEWSAT-G2-34E,China 🇨🇳,34.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNNEWSAT-G2-34E&sel_satname=CHNNEWSAT-G2-34E&plan_id=
