License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
COM00000,Comoros 🇰🇲,94.5°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=COM00000&sel_satname=COM00000&plan_id=plan
NSS-G4-26_1,Netherlands 🇳🇱,95.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G4-26_1&sel_satname=NSS-G4-26_1&plan_id=
CSDRN,Russian Federation 🇷🇺,95.0°E,Planned,Notification of Space Station (N),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CSDRN&sel_satname=CSDRN&plan_id=plan
NSS-G2-18,Netherlands 🇳🇱,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-G2-18&sel_satname=NSS-G2-18&plan_id=
NSS-G8-95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G8-95E&sel_satname=NSS-G8-95E&plan_id=
CSDRN-M,Russian Federation 🇷🇺,95.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CSDRN-M&sel_satname=CSDRN-M&plan_id=
INTELSAT7 95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+95E&sel_satname=INTELSAT7+95E&plan_id=
INTELSAT KA 95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT+KA+95E&sel_satname=INTELSAT+KA+95E&plan_id=
INTELSAT8 95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+95E&sel_satname=INTELSAT8+95E&plan_id=
NSS-KA41,Netherlands 🇳🇱,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-KA41&sel_satname=NSS-KA41&plan_id=
NSS-FSS-G2 95E,Netherlands 🇳🇱,95.0°E,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-FSS-G2+95E&sel_satname=NSS-FSS-G2+95E&plan_id=plan
NSS-9,Netherlands 🇳🇱,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-9&sel_satname=NSS-9&plan_id=
INTELSAT5A 95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT5A+95E&sel_satname=INTELSAT5A+95E&plan_id=
DDSP-4,Australia 🇦🇺,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DDSP-4&sel_satname=DDSP-4&plan_id=
NSS-G4-26,Netherlands 🇳🇱,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-G4-26&sel_satname=NSS-G4-26&plan_id=
ADF 95E IOR,Australia 🇦🇺,95.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ADF+95E+IOR&sel_satname=ADF+95E+IOR&plan_id=
HMG-SAT-01A,United Kingdom 🇬🇧,95.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=HMG-SAT-01A&sel_satname=HMG-SAT-01A&plan_id=
NSS-G9-95E,Netherlands 🇳🇱,95.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G9-95E&sel_satname=NSS-G9-95E&plan_id=
CSDRN,Russian Federation 🇷🇺,95.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CSDRN&sel_satname=CSDRN&plan_id=
NSS-BSS 95E TTC,Netherlands 🇳🇱,95.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NSS-BSS+95E+TTC&sel_satname=NSS-BSS+95E+TTC&plan_id=
CSDRN-M,Russian Federation 🇷🇺,95.0°E,Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CSDRN-M&sel_satname=CSDRN-M&plan_id=plan
NSS-FSS-G3 95E,Netherlands 🇳🇱,95.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-G3+95E&sel_satname=NSS-FSS-G3+95E&plan_id=plan
DFH-5-01A,China 🇨🇳,94.2°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFH-5-01A&sel_satname=DFH-5-01A&plan_id=
USOBO-9B,United States 🇺🇸,94.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-9B&sel_satname=USOBO-9B&plan_id=
NUSANTARA-B3-A,Indonesia 🇮🇩,95.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-B3-A&sel_satname=NUSANTARA-B3-A&plan_id=
DEF-R-SAT-6B,Australia 🇦🇺,95.6°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DEF-R-SAT-6B&sel_satname=DEF-R-SAT-6B&plan_id=
