License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
CHNHTSAT-27.5E,China 🇨🇳,27.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-27.5E&sel_satname=CHNHTSAT-27.5E&plan_id=
GUI00000,Guinea 🇬🇳,27.5°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GUI00000&sel_satname=GUI00000&plan_id=plan
MADAR-27.5E,United Arab Emirates 🇦🇪,27.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27.5E&sel_satname=MADAR-27.5E&plan_id=
MADAR-27E-3,United Arab Emirates 🇦🇪,27.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27E-3&sel_satname=MADAR-27E-3&plan_id=
ITASAT-1A,Italy 🇮🇹,27.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITASAT-1A&sel_satname=ITASAT-1A&plan_id=
MADAR-27E-2,United Arab Emirates 🇦🇪,27.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27E-2&sel_satname=MADAR-27E-2&plan_id=
MADAR-27E,United Arab Emirates 🇦🇪,27.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27E&sel_satname=MADAR-27E&plan_id=
YEM00001,Yemen 🇾🇪,27.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YEM00001&sel_satname=YEM00001&plan_id=plan
QATARSAT-G4-28E_1,Qatar 🇶🇦,28.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-28E_1&sel_satname=QATARSAT-G4-28E_1&plan_id=
MWI00000,Malawi 🇲🇼,28.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MWI00000&sel_satname=MWI00000&plan_id=plan
