License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
ITALY_24.8E,Italy 🇮🇹,24.8°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ITALY_24.8E&sel_satname=ITALY_24.8E&plan_id=plan
INMARSAT-3 IOR WEST,United Kingdom 🇬🇧,25.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-3+IOR+WEST&sel_satname=INMARSAT-3+IOR+WEST&plan_id=
INMARSAT-ISL-25E,United Kingdom 🇬🇧,25.0°E,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=INMARSAT-ISL-25E&sel_satname=INMARSAT-ISL-25E&plan_id=
ALPHASAT TDP5,Italy 🇮🇹,25.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ALPHASAT+TDP5&sel_satname=ALPHASAT+TDP5&plan_id=
INMARSAT-4 25E,United Kingdom 🇬🇧,25.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-4+25E&sel_satname=INMARSAT-4+25E&plan_id=
SKYNET-25E-KQ,United Kingdom 🇬🇧,25.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKYNET-25E-KQ&sel_satname=SKYNET-25E-KQ&plan_id=
FMS5-25E,France 🇫🇷,25.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-25E&sel_satname=FMS5-25E&plan_id=
INMARSAT-XL1,United Kingdom 🇬🇧,25.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-XL1&sel_satname=INMARSAT-XL1&plan_id=
ESAT 1,United Kingdom 🇬🇧,25.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ESAT+1&sel_satname=ESAT+1&plan_id=
INMARSAT-4A 25E,United Kingdom 🇬🇧,25.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-4A+25E&sel_satname=INMARSAT-4A+25E&plan_id=
SIGNSAT-25E,China 🇨🇳,24.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-25E&sel_satname=SIGNSAT-25E&plan_id=
QXSI-25.3E-EX-L,China 🇨🇳,25.3°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QXSI-25.3E-EX-L&sel_satname=QXSI-25.3E-EX-L&plan_id=
LUX-24.2E,Luxembourg 🇱🇺,24.2°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-24.2E&sel_satname=LUX-24.2E&plan_id=
IRANSAT-24.19E,Iran (Islamic Republic of) 🇮🇷,24.19°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-24.19E&sel_satname=IRANSAT-24.19E&plan_id=
