License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
MADAR-106.5E,United Arab Emirates 🇦🇪,106.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-106.5E&sel_satname=MADAR-106.5E&plan_id=
USMB-13,United States 🇺🇸,106.5°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-13&sel_satname=USMB-13&plan_id=
DEF-R-SAT-7C,Australia 🇦🇺,106.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DEF-R-SAT-7C&sel_satname=DEF-R-SAT-7C&plan_id=
NUSANTARA-PS4-A,Indonesia 🇮🇩,106.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-PS4-A&sel_satname=NUSANTARA-PS4-A&plan_id=
GC-4-105.6E,China 🇨🇳,105.6°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GC-4-105.6E&sel_satname=GC-4-105.6E&plan_id=
VTN00000,Viet Nam 🇻🇳,107.0°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=VTN00000&sel_satname=VTN00000&plan_id=plan
QXSI-105.5E-EX-L,China 🇨🇳,105.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QXSI-105.5E-EX-L&sel_satname=QXSI-105.5E-EX-L&plan_id=
ASIASAT-CK,China 🇨🇳,105.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-CK&sel_satname=ASIASAT-CK&plan_id=
ASIASAT-CKZ,China 🇨🇳,105.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-CKZ&sel_satname=ASIASAT-CKZ&plan_id=
ASIASAT-105.5Q,China 🇨🇳,105.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-105.5Q&sel_satname=ASIASAT-105.5Q&plan_id=
ASIASAT-1,China 🇨🇳,105.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-1&sel_satname=ASIASAT-1&plan_id=
ASIASAT-105.5P,China 🇨🇳,105.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-105.5P&sel_satname=ASIASAT-105.5P&plan_id=
ASIASAT-CKS,China 🇨🇳,105.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-CKS&sel_satname=ASIASAT-CKS&plan_id=
ASIASAT-CKW,China 🇨🇳,105.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-CKW&sel_satname=ASIASAT-CKW&plan_id=
ASIASAT-CK1,China 🇨🇳,105.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-CK1&sel_satname=ASIASAT-CK1&plan_id=
ASIASAT-CKX,China 🇨🇳,105.5°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-CKX&sel_satname=ASIASAT-CKX&plan_id=
