License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
PACIFISAT-FSS-85.3E,Papua New Guinea 🇵🇬,85.3°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PACIFISAT-FSS-85.3E&sel_satname=PACIFISAT-FSS-85.3E&plan_id=plan
N-SAT-Y17-85.15E,Japan 🇯🇵,85.15°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y17-85.15E&sel_satname=N-SAT-Y17-85.15E&plan_id=
INTELSAT KFOS 85E,United States 🇺🇸,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT+KFOS+85E&sel_satname=INTELSAT+KFOS+85E&plan_id=
NEW DAWN FSS-8,Papua New Guinea 🇵🇬,85.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NEW+DAWN+FSS-8&sel_satname=NEW+DAWN+FSS-8&plan_id=plan
NEW DAWN 34,Papua New Guinea 🇵🇬,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+34&sel_satname=NEW+DAWN+34&plan_id=
USASAT-55N,United States 🇺🇸,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-55N&sel_satname=USASAT-55N&plan_id=
INTELSAT6 85E,United States 🇺🇸,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+85E&sel_satname=INTELSAT6+85E&plan_id=
INTELSAT8 85E,United States 🇺🇸,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+85E&sel_satname=INTELSAT8+85E&plan_id=
INTELSAT7 85E,United States 🇺🇸,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+85E&sel_satname=INTELSAT7+85E&plan_id=
VOLNA-5,Russian Federation 🇷🇺,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-5&sel_satname=VOLNA-5&plan_id=
TDRS 85E,United States 🇺🇸,85.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TDRS+85E&sel_satname=TDRS+85E&plan_id=
STATSIONAR-3,Russian Federation 🇷🇺,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-3&sel_satname=STATSIONAR-3&plan_id=
USTRO-9,United States 🇺🇸,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USTRO-9&sel_satname=USTRO-9&plan_id=
TOR-4M,Russian Federation 🇷🇺,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-4M&sel_satname=TOR-4M&plan_id=
TOR-4,Russian Federation 🇷🇺,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-4&sel_satname=TOR-4&plan_id=
RGS-S-85E,Russian Federation 🇷🇺,85.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-85E&sel_satname=RGS-S-85E&plan_id=
GALS-3,Russian Federation 🇷🇺,85.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GALS-3&sel_satname=GALS-3&plan_id=
USGOVSAT-19B,United States 🇺🇸,86.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-19B&sel_satname=USGOVSAT-19B&plan_id=
INMARSAT-6-86E,United Kingdom 🇬🇧,86.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-6-86E&sel_satname=INMARSAT-6-86E&plan_id=
OHO-30B-86E-2,Sweden 🇸🇪,86.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OHO-30B-86E-2&sel_satname=OHO-30B-86E-2&plan_id=plan
USGOVSAT-19A,United States 🇺🇸,86.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-19A&sel_satname=USGOVSAT-19A&plan_id=
QXSI-84.5E-EX-L,China 🇨🇳,84.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QXSI-84.5E-EX-L&sel_satname=QXSI-84.5E-EX-L&plan_id=
