License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
PESSE-57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-57E&sel_satname=PESSE-57E&plan_id=
USGOVSAT-9A,United States 🇺🇸,57.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-9A&sel_satname=USGOVSAT-9A&plan_id=
HISPASAT-65A,Spain 🇪🇸,57.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-65A&sel_satname=HISPASAT-65A&plan_id=
NSS-G9-57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G9-57E&sel_satname=NSS-G9-57E&plan_id=
USGCSS PH3 INDOC-2,United States 🇺🇸,57.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3+INDOC-2&sel_satname=USGCSS+PH3+INDOC-2&plan_id=
INTELSAT7 57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+57E&sel_satname=INTELSAT7+57E&plan_id=
MADAR-57E-3,United Arab Emirates 🇦🇪,57.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-57E-3&sel_satname=MADAR-57E-3&plan_id=
INTELSAT8 57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+57E&sel_satname=INTELSAT8+57E&plan_id=
NSS-G2-17-1,Netherlands 🇳🇱,57.0°E,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=NSS-G2-17-1&sel_satname=NSS-G2-17-1&plan_id=
NSS-G2-17,Netherlands 🇳🇱,57.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-G2-17&sel_satname=NSS-G2-17&plan_id=
NSS-G10-57E,Netherlands 🇳🇱,57.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NSS-G10-57E&sel_satname=NSS-G10-57E&plan_id=
NSS-FSS-G3 57E,Netherlands 🇳🇱,57.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NSS-FSS-G3+57E&sel_satname=NSS-FSS-G3+57E&plan_id=plan
NSS-FSS 57E,Netherlands 🇳🇱,57.0°E,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NSS-FSS+57E&sel_satname=NSS-FSS+57E&plan_id=plan
