License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
INTELSAT9 332.5E,United States 🇺🇸,27.5°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+332.5E&sel_satname=INTELSAT9+332.5E&plan_id=
ODYSSEY FSS-27.5W,Germany 🇩🇪,27.5°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ODYSSEY+FSS-27.5W&sel_satname=ODYSSEY+FSS-27.5W&plan_id=plan
INTELSAT7 332.5E,United States 🇺🇸,27.5°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+332.5E&sel_satname=INTELSAT7+332.5E&plan_id=
INTELSAT8 332.5E,United States 🇺🇸,27.5°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+332.5E&sel_satname=INTELSAT8+332.5E&plan_id=
INTELSAT6 332.5E,United States 🇺🇸,27.5°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+332.5E&sel_satname=INTELSAT6+332.5E&plan_id=
ODYSSEY-27.5W-1,Germany 🇩🇪,27.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ODYSSEY-27.5W-1&sel_satname=ODYSSEY-27.5W-1&plan_id=
ALGSAT-27.6W,Algeria 🇩🇿,27.6°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ALGSAT-27.6W&sel_satname=ALGSAT-27.6W&plan_id=
SIGNSAT-28W,China 🇨🇳,27.8°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-28W&sel_satname=SIGNSAT-28W&plan_id=
USAEGIS-27W,United States 🇺🇸,27.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USAEGIS-27W&sel_satname=USAEGIS-27W&plan_id=
DIMENSION-1,United Kingdom 🇬🇧,28.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DIMENSION-1&sel_satname=DIMENSION-1&plan_id=
IOMSAT-G1-1,United Kingdom 🇬🇧,28.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IOMSAT-G1-1&sel_satname=IOMSAT-G1-1&plan_id=
