License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
INTELSAT5A 157E,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT5A+157E&sel_satname=INTELSAT5A+157E&plan_id=
PESSE-157E,Netherlands 🇳🇱,157.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-157E&sel_satname=PESSE-157E&plan_id=
INTELSAT8 157E,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+157E&sel_satname=INTELSAT8+157E&plan_id=
USASAT-60Q,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-60Q&sel_satname=USASAT-60Q&plan_id=
SKY-F-157E,Russian Federation 🇷🇺,157.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SKY-F-157E&sel_satname=SKY-F-157E&plan_id=
NUSANTARA-B5-A,Indonesia 🇮🇩,157.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-B5-A&sel_satname=NUSANTARA-B5-A&plan_id=
INTELSAT6 157E,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+157E&sel_satname=INTELSAT6+157E&plan_id=
INTELSAT7 157E,United States 🇺🇸,157.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+157E&sel_satname=INTELSAT7+157E&plan_id=
NEW DAWN 47,Papua New Guinea 🇵🇬,157.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+47&sel_satname=NEW+DAWN+47&plan_id=
BRU00000,Brunei Darussalam 🇧🇳,157.3°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BRU00000&sel_satname=BRU00000&plan_id=plan
N-SAT-Y22-158E,Japan 🇯🇵,158.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=N-SAT-Y22-158E&sel_satname=N-SAT-Y22-158E&plan_id=
CNSAT-158E,China 🇨🇳,158.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CNSAT-158E&sel_satname=CNSAT-158E&plan_id=
JMCS-5A,Japan 🇯🇵,158.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-5A&sel_satname=JMCS-5A&plan_id=
PESSE-158E,Netherlands 🇳🇱,158.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-158E&sel_satname=PESSE-158E&plan_id=
UK-KA-158E-VB,United Kingdom 🇬🇧,158.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-158E-VB&sel_satname=UK-KA-158E-VB&plan_id=
