License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
SIGNSAT-41E,China 🇨🇳,41.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-41E&sel_satname=SIGNSAT-41E&plan_id=
AZERSAT-41E,Azerbaijan 🇦🇿,41.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-41E&sel_satname=AZERSAT-41E&plan_id=
S2-N,Saudi Arabia 🇸🇦,41.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=S2-N&sel_satname=S2-N&plan_id=
INSAT-KA41.8E,India 🇮🇳,41.8°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA41.8E&sel_satname=INSAT-KA41.8E&plan_id=
NIG00000,Nigeria 🇳🇬,41.82°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NIG00000&sel_satname=NIG00000&plan_id=plan
TURKSAT-42E-G,Türkiye 🇹🇷,42.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TURKSAT-42E-G&sel_satname=TURKSAT-42E-G&plan_id=
TURKSAT-1D,Türkiye 🇹🇷,42.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-1D&sel_satname=TURKSAT-1D&plan_id=
TURKSAT-K2,Türkiye 🇹🇷,42.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-K2&sel_satname=TURKSAT-K2&plan_id=
TURKSAT-KX,Türkiye 🇹🇷,42.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-KX&sel_satname=TURKSAT-KX&plan_id=
TURKSAT-42E-F,Türkiye 🇹🇷,42.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TURKSAT-42E-F&sel_satname=TURKSAT-42E-F&plan_id=
