License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
VOLNA-3R,Russian Federation 🇷🇺,11.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-3R&sel_satname=VOLNA-3R&plan_id=
EXPRESS-B 11W,Russian Federation 🇷🇺,11.0°W,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-B+11W&sel_satname=EXPRESS-B+11W&plan_id=
EXPRESS-3B,Russian Federation 🇷🇺,11.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EXPRESS-3B&sel_satname=EXPRESS-3B&plan_id=
EXPRESS-3,Russian Federation 🇷🇺,11.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-3&sel_satname=EXPRESS-3&plan_id=
POR00000,Portugal 🇵🇹,10.6°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=POR00000&sel_satname=POR00000&plan_id=plan
MDR00000,Portugal 🇵🇹,10.6°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MDR00000&sel_satname=MDR00000&plan_id=plan
AZR00000,Portugal 🇵🇹,10.6°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AZR00000&sel_satname=AZR00000&plan_id=plan
AUT00000,Austria 🇦🇹,11.4°W,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AUT00000&sel_satname=AUT00000&plan_id=plan
MEASAT-SA3C,Malaysia 🇲🇾,10.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-SA3C&sel_satname=MEASAT-SA3C&plan_id=
QATARSAT-G5-10.5W,Qatar 🇶🇦,10.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G5-10.5W&sel_satname=QATARSAT-G5-10.5W&plan_id=
