License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
EUTELSAT EXB-64W,France 🇫🇷,61.0°W,Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-64W&sel_satname=EUTELSAT+EXB-64W&plan_id=plan
F-SAT-E-30B-61W,France 🇫🇷,61.0°W,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-61W&sel_satname=F-SAT-E-30B-61W&plan_id=plan
HISPASAT-2-61W,Spain 🇪🇸,61.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-2-61W&sel_satname=HISPASAT-2-61W&plan_id=
B-SAT-61W,Brazil 🇧🇷,61.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=B-SAT-61W&sel_satname=B-SAT-61W&plan_id=
UKDRS-A16,United Kingdom 🇬🇧,61.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKDRS-A16&sel_satname=UKDRS-A16&plan_id=
HISPASAT-73A,Spain 🇪🇸,61.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-73A&sel_satname=HISPASAT-73A&plan_id=
B-SAT-Q,Brazil 🇧🇷,61.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-Q&sel_satname=B-SAT-Q&plan_id=
B-SAT-1Q,Brazil 🇧🇷,61.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=B-SAT-1Q&sel_satname=B-SAT-1Q&plan_id=
SBTS B3,Brazil 🇧🇷,61.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SBTS+B3&sel_satname=SBTS+B3&plan_id=
HISPASAT-70A,Spain 🇪🇸,61.0°W,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-70A&sel_satname=HISPASAT-70A&plan_id=plan
USMB-1,United States 🇺🇸,61.0°W,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-1&sel_satname=USMB-1&plan_id=
EUTELSAT EXB-64W_C,France 🇫🇷,61.0°W,Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-64W_C&sel_satname=EUTELSAT+EXB-64W_C&plan_id=plan
USABSS-17,United States 🇺🇸,61.5°W,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USABSS-17&sel_satname=USABSS-17&plan_id=
USABSS-8,United States 🇺🇸,61.5°W,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USABSS-8&sel_satname=USABSS-8&plan_id=
GOES-2-60W,United States 🇺🇸,60.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GOES-2-60W&sel_satname=GOES-2-60W&plan_id=
