License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
GOMS-14.5W,Russian Federation 🇷🇺,14.5°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GOMS-14.5W&sel_satname=GOMS-14.5W&plan_id=
SIGNSAT-15W,China 🇨🇳,14.5°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-15W&sel_satname=SIGNSAT-15W&plan_id=
USASAT-66D,United States 🇺🇸,15.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-66D&sel_satname=USASAT-66D&plan_id=
IOMSAT-15W-B,United Kingdom 🇬🇧,15.0°W,Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=IOMSAT-15W-B&sel_satname=IOMSAT-15W-B&plan_id=plan
IOMSAT-2A2,United Kingdom 🇬🇧,15.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=IOMSAT-2A2&sel_satname=IOMSAT-2A2&plan_id=
MADAR-14W,United Arab Emirates 🇦🇪,14.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-14W&sel_satname=MADAR-14W&plan_id=
VOLNA-2,Russian Federation 🇷🇺,14.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-2&sel_satname=VOLNA-2&plan_id=
EXPRESS-2,Russian Federation 🇷🇺,14.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-2&sel_satname=EXPRESS-2&plan_id=
EXPRESS-2B,Russian Federation 🇷🇺,14.0°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EXPRESS-2B&sel_satname=EXPRESS-2B&plan_id=
KYPROS-14W,Cyprus 🇨🇾,14.0°W,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KYPROS-14W&sel_satname=KYPROS-14W&plan_id=
FLTSATCOM-C E ATL-2,United States 🇺🇸,15.5°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=FLTSATCOM-C+E+ATL-2&sel_satname=FLTSATCOM-C+E+ATL-2&plan_id=
IRIS-4A,United States 🇺🇸,15.5°W,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=IRIS-4A&sel_satname=IRIS-4A&plan_id=
