License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
QATARSAT-G4-77.5E_1,Qatar 🇶🇦,77.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-77.5E_1&sel_satname=QATARSAT-G4-77.5E_1&plan_id=
IRANSAT-77.5E,Iran (Islamic Republic of) 🇮🇷,77.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-77.5E&sel_satname=IRANSAT-77.5E&plan_id=
QATARSAT-G4-77.5E,Qatar 🇶🇦,77.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-77.5E&sel_satname=QATARSAT-G4-77.5E&plan_id=
OMANSAT-78E,Oman 🇴🇲,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-78E&sel_satname=OMANSAT-78E&plan_id=
AMS-C11-78E,Israel 🇮🇱,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AMS-C11-78E&sel_satname=AMS-C11-78E&plan_id=
INMARSAT-7-78E,Switzerland 🇨🇭,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-78E&sel_satname=INMARSAT-7-78E&plan_id=
HISPASAT-92A,Spain 🇪🇸,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-92A&sel_satname=HISPASAT-92A&plan_id=
AMS-30B-78E,Israel 🇮🇱,78.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=AMS-30B-78E&sel_satname=AMS-30B-78E&plan_id=plan
SECOMSAT-3-78E,Spain 🇪🇸,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-3-78E&sel_satname=SECOMSAT-3-78E&plan_id=
ARABSAT-AS-78ER,Saudi Arabia 🇸🇦,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-AS-78ER&sel_satname=ARABSAT-AS-78ER&plan_id=
HISPASAT-1-78E,Spain 🇪🇸,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-1-78E&sel_satname=HISPASAT-1-78E&plan_id=
IK-78E,Russian Federation 🇷🇺,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-78E&sel_satname=IK-78E&plan_id=
IK-78E-F,Russian Federation 🇷🇺,78.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-78E-F&sel_satname=IK-78E-F&plan_id=plan
HISPASAT-72A,Spain 🇪🇸,78.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HISPASAT-72A&sel_satname=HISPASAT-72A&plan_id=plan
GEO00000,Georgia 🇬🇪,78.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GEO00000&sel_satname=GEO00000&plan_id=plan
HISPASAT-61A,Spain 🇪🇸,78.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-61A&sel_satname=HISPASAT-61A&plan_id=
CHNNEWSAT-G1-78.2E,China 🇨🇳,78.2°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHNNEWSAT-G1-78.2E&sel_satname=CHNNEWSAT-G1-78.2E&plan_id=
