License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Matched Characteristics,Link
CHINASAT-E-60.5E,China 🇨🇳,60.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-60.5E&sel_satname=CHINASAT-E-60.5E&plan_id=
ASIASAT-60Q,China 🇨🇳,60.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-60Q&sel_satname=ASIASAT-60Q&plan_id=
USGCSS PH3B INDOC,United States 🇺🇸,60.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3B+INDOC&sel_satname=USGCSS+PH3B+INDOC&plan_id=
INTELSAT8 60E,United States 🇺🇸,60.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+60E&sel_satname=INTELSAT8+60E&plan_id=
USASAT-80B,United States 🇺🇸,60.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USASAT-80B&sel_satname=USASAT-80B&plan_id=
MADAR-60E-3,United Arab Emirates 🇦🇪,60.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-60E-3&sel_satname=MADAR-60E-3&plan_id=
INTELSAT9 60E,United States 🇺🇸,60.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+60E&sel_satname=INTELSAT9+60E&plan_id=
USGOVSAT-10,United States 🇺🇸,60.0°E,Non-Planned,Due Diligence (U),Yes,Yes,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-10&sel_satname=USGOVSAT-10&plan_id=
NEW DAWN 21,Papua New Guinea 🇵🇬,60.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+21&sel_satname=NEW+DAWN+21&plan_id=
NEW DAWN 44,Papua New Guinea 🇵🇬,60.0°E,Non-Planned,Due Diligence (U),Yes,No,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+44&sel_satname=NEW+DAWN+44&plan_id=
