Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
SUI00000,Switzerland 🇨🇭,9.45°E,Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SUI00000&sel_satname=SUI00000&plan_id=plan
MADAR-9.5E-2,United Arab Emirates 🇦🇪,9.5°E,Non-Planned,Early-Stage,No,n/a,No,0.09°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9.5E-2&sel_satname=MADAR-9.5E-2&plan_id=
MADAR-9.5E,United Arab Emirates 🇦🇪,9.5°E,Non-Planned,Early-Stage,No,n/a,No,0.09°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9.5E&sel_satname=MADAR-9.5E&plan_id=
MTG-D1_9.5E,Germany 🇩🇪,9.5°E,Non-Planned,Late-Stage,Yes,No,No,0.09°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MTG-D1_9.5E&sel_satname=MTG-D1_9.5E&plan_id=
F-SAT-N7-9.3E,France 🇫🇷,9.3°E,Non-Planned,Early-Stage,No,n/a,No,0.11°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-9.3E&sel_satname=F-SAT-N7-9.3E&plan_id=
CHE-SAT-9E,Switzerland 🇨🇭,9.0°E,Non-Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHE-SAT-9E&sel_satname=CHE-SAT-9E&plan_id=
F-SAT-N10-9E,France 🇫🇷,9.0°E,Non-Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N10-9E&sel_satname=F-SAT-N10-9E&plan_id=
EDRS-1,France 🇫🇷,9.0°E,Non-Planned,Late-Stage,Yes,No,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EDRS-1&sel_satname=EDRS-1&plan_id=
F-SAT-30B,France 🇫🇷,9.0°E,Planned,Late-Stage,Yes,No,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-30B&sel_satname=F-SAT-30B&plan_id=plan
MADAR-9E-2,United Arab Emirates 🇦🇪,9.0°E,Non-Planned,Early-Stage,No,n/a,No,0.41°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9E-2&sel_satname=MADAR-9E-2&plan_id=
