Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
KAZSAT-KA-67.2E,Kazakhstan 🇰🇿,67.2°E,Non-Planned,Early-Stage,No,n/a,No,0.14°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KAZSAT-KA-67.2E&sel_satname=KAZSAT-KA-67.2E&plan_id=
ARABSAT-9M-67.5E,Saudi Arabia 🇸🇦,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9M-67.5E&sel_satname=ARABSAT-9M-67.5E&plan_id=
AST-IKAU-67.5E,France 🇫🇷,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AST-IKAU-67.5E&sel_satname=AST-IKAU-67.5E&plan_id=
TZA00000,Tanzania 🇹🇿,67.5°E,Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=TZA00000&sel_satname=TZA00000&plan_id=plan
QATARSAT-30B-67.5E-G2,Qatar 🇶🇦,67.5°E,Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=QATARSAT-30B-67.5E-G2&sel_satname=QATARSAT-30B-67.5E-G2&plan_id=plan
MADAR-67.5E,United Arab Emirates 🇦🇪,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-67.5E&sel_satname=MADAR-67.5E&plan_id=
INMARSAT-7-67E5,Switzerland 🇨🇭,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-67E5&sel_satname=INMARSAT-7-67E5&plan_id=
MADAR-67.5E-2,United Arab Emirates 🇦🇪,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-67.5E-2&sel_satname=MADAR-67.5E-2&plan_id=
AST-IKAU-67.5E_1,France 🇫🇷,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AST-IKAU-67.5E_1&sel_satname=AST-IKAU-67.5E_1&plan_id=
ARABSAT-10P-67.5E,Saudi Arabia 🇸🇦,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.16°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-10P-67.5E&sel_satname=ARABSAT-10P-67.5E&plan_id=
