License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Match,Link
INSAT-KA111.5E,India 🇮🇳,111.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA111.5E&sel_satname=INSAT-KA111.5E&plan_id=
INSAT-KU17(111.5E),India 🇮🇳,111.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU17(111.5E)&sel_satname=INSAT-KU17(111.5E)&plan_id=
INSAT-KU10(111.5)E,India 🇮🇳,111.5°E,Non-Planned,Due Diligence (U),Yes,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-KU10(111.5)E&sel_satname=INSAT-KU10(111.5)E&plan_id=
BRM00000,Myanmar 🇲🇲,111.5°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BRM00000&sel_satname=BRM00000&plan_id=plan
USGAE-12M,United States 🇺🇸,111.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGAE-12M&sel_satname=USGAE-12M&plan_id=
MADAR-112E,United Arab Emirates 🇦🇪,112.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-112E&sel_satname=MADAR-112E&plan_id=
FYGEOSAT-A-112E,China 🇨🇳,112.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FYGEOSAT-A-112E&sel_satname=FYGEOSAT-A-112E&plan_id=
FYGEOSAT-112E,China 🇨🇳,112.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=FYGEOSAT-112E&sel_satname=FYGEOSAT-112E&plan_id=
UZB00000,Uzbekistan 🇺🇿,110.5°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UZB00000&sel_satname=UZB00000&plan_id=plan
COMPASS-30B-110.5E,China 🇨🇳,110.5°E,Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=COMPASS-30B-110.5E&sel_satname=COMPASS-30B-110.5E&plan_id=plan
CHINASAT-30B1-110.5E,China 🇨🇳,110.5°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CHINASAT-30B1-110.5E&sel_satname=CHINASAT-30B1-110.5E&plan_id=plan
CHINASAT-E-110.5E,China 🇨🇳,110.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-110.5E&sel_satname=CHINASAT-E-110.5E&plan_id=
