License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Match,Link
IK-62.5E-F,Russian Federation 🇷🇺,62.5°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-62.5E-F&sel_satname=IK-62.5E-F&plan_id=plan
INSAT-KUP-FSS(62.8E),India 🇮🇳,62.8°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS(62.8E)&sel_satname=INSAT-KUP-FSS(62.8E)&plan_id=plan
INSAT-KU18(62.8E),India 🇮🇳,62.8°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU18(62.8E)&sel_satname=INSAT-KU18(62.8E)&plan_id=
YAHSAT-G6-63E,United Arab Emirates 🇦🇪,63.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAHSAT-G6-63E&sel_satname=YAHSAT-G6-63E&plan_id=
YAHSAT-63E,United Arab Emirates 🇦🇪,63.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAHSAT-63E&sel_satname=YAHSAT-63E&plan_id=
GENESIS-9,Germany 🇩🇪,63.0°E,Non-Planned,Due Diligence (U),Yes,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GENESIS-9&sel_satname=GENESIS-9&plan_id=
GENESIS-19,Germany 🇩🇪,63.0°E,Non-Planned,Advance Public Information (A),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=GENESIS-19&sel_satname=GENESIS-19&plan_id=
INSAT-PKU63E,India 🇮🇳,63.0°E,Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-PKU63E&sel_satname=INSAT-PKU63E&plan_id=plan
YAHSAT-FSS-63E,United Arab Emirates 🇦🇪,63.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS-63E&sel_satname=YAHSAT-FSS-63E&plan_id=plan
INSAT-KUP-FSS(63E),India 🇮🇳,63.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS(63E)&sel_satname=INSAT-KUP-FSS(63E)&plan_id=plan
