License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Match,Link
INSAT-KU12(63)E,India 🇮🇳,63.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-KU12(63)E&sel_satname=INSAT-KU12(63)E&plan_id=
HRV00000,Croatia 🇭🇷,63.0°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=HRV00000&sel_satname=HRV00000&plan_id=plan
SE-KA-63E-QV,Norway 🇳🇴,63.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SE-KA-63E-QV&sel_satname=SE-KA-63E-QV&plan_id=
INMARSAT-KA 63E,United Kingdom 🇬🇧,63.0°E,Non-Planned,Due Diligence (U),Yes,Full,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-KA+63E&sel_satname=INMARSAT-KA+63E&plan_id=
SE-KA-63E,Norway 🇳🇴,63.0°E,Non-Planned,Due Diligence (U),Yes,Full,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SE-KA-63E&sel_satname=SE-KA-63E&plan_id=
INTELSAT6 62E,United States 🇺🇸,62.0°E,Non-Planned,Due Diligence (U),Yes,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT6+62E&sel_satname=INTELSAT6+62E&plan_id=
INTELSAT9 62E,United States 🇺🇸,62.0°E,Non-Planned,Due Diligence (U),Yes,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT9+62E&sel_satname=INTELSAT9+62E&plan_id=
INTELSAT8 62E,United States 🇺🇸,62.0°E,Non-Planned,Due Diligence (U),Yes,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT8+62E&sel_satname=INTELSAT8+62E&plan_id=
NEW DAWN 22,Papua New Guinea 🇵🇬,62.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+22&sel_satname=NEW+DAWN+22&plan_id=
INTELSAT7 62E,United States 🇺🇸,62.0°E,Non-Planned,Due Diligence (U),Yes,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTELSAT7+62E&sel_satname=INTELSAT7+62E&plan_id=
USASAT-61A,United States 🇺🇸,62.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USASAT-61A&sel_satname=USASAT-61A&plan_id=
NEW DAWN FSS-3,Papua New Guinea 🇵🇬,62.0°E,Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=NEW+DAWN+FSS-3&sel_satname=NEW+DAWN+FSS-3&plan_id=plan
USMB-9,United States 🇺🇸,62.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-9&sel_satname=USMB-9&plan_id=
IRANSAT-B-61.8E,Iran (Islamic Republic of) 🇮🇷,61.8°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-61.8E&sel_satname=IRANSAT-B-61.8E&plan_id=
IRANSAT-C-61.8E,Iran (Islamic Republic of) 🇮🇷,61.8°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-C-61.8E&sel_satname=IRANSAT-C-61.8E&plan_id=
USEWSG-2,United States 🇺🇸,63.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USEWSG-2&sel_satname=USEWSG-2&plan_id=
UAE00000,United Arab Emirates 🇦🇪,63.5°E,Planned,Planned (P/Plan/List),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=UAE00000&sel_satname=UAE00000&plan_id=plan
