License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Match,Link
USWASP-5,United States 🇺🇸,119.25°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USWASP-5&sel_satname=USWASP-5&plan_id=
THAICOM-P3,Thailand 🇹🇭,119.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-P3&sel_satname=THAICOM-P3&plan_id=
NUSANTARA-WD1-A,Indonesia 🇮🇩,119.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-WD1-A&sel_satname=NUSANTARA-WD1-A&plan_id=
THAICOM-IP1,Thailand 🇹🇭,119.5°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-IP1&sel_satname=THAICOM-IP1&plan_id=
THAISAT-119.5E,Thailand 🇹🇭,119.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAISAT-119.5E&sel_satname=THAISAT-119.5E&plan_id=
MEASAT-119.5E-20,Malaysia 🇲🇾,119.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-119.5E-20&sel_satname=MEASAT-119.5E-20&plan_id=
MVSAT-119.4E,Maldives 🇲🇻,119.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MVSAT-119.4E&sel_satname=MVSAT-119.4E&plan_id=
IOMSAT-119.5E,United Kingdom 🇬🇧,119.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IOMSAT-119.5E&sel_satname=IOMSAT-119.5E&plan_id=
CHINASAT-E-119.5E,China 🇨🇳,119.5°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-119.5E&sel_satname=CHINASAT-E-119.5E&plan_id=
INTERSPUTNIK-119E-F,Russian Federation 🇷🇺,119.1°E,Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INTERSPUTNIK-119E-F&sel_satname=INTERSPUTNIK-119E-F&plan_id=plan
BDSAT-119E-FSS,Bangladesh 🇧🇩,119.1°E,Planned,Planned (P),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BDSAT-119E-FSS&sel_satname=BDSAT-119E-FSS&plan_id=plan
THAICOM-N3,Thailand 🇹🇭,120.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-N3&sel_satname=THAICOM-N3&plan_id=
THAICOM-A3B,Thailand 🇹🇭,120.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-A3B&sel_satname=THAICOM-A3B&plan_id=
DFH-5-04B,China 🇨🇳,120.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFH-5-04B&sel_satname=DFH-5-04B&plan_id=
NUSANTARA-WD2-A,Indonesia 🇮🇩,120.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-WD2-A&sel_satname=NUSANTARA-WD2-A&plan_id=
ASIASAT-120P,China 🇨🇳,120.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-120P&sel_satname=ASIASAT-120P&plan_id=
THAISAT-120E,Thailand 🇹🇭,120.0°E,Non-Planned,Coordination Request (C),n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAISAT-120E&sel_satname=THAISAT-120E&plan_id=
THAICOM-A3,Thailand 🇹🇭,120.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=THAICOM-A3&sel_satname=THAICOM-A3&plan_id=
ASIASAT-120V,China 🇨🇳,120.0°E,Non-Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-120V&sel_satname=ASIASAT-120V&plan_id=
ASIASAT-30B-120,China 🇨🇳,120.0°E,Planned,Due Diligence (U),Yes,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ASIASAT-30B-120&sel_satname=ASIASAT-30B-120&plan_id=plan
