Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
ASIASAT-AKZ,China 🇨🇳,122.2°E,Non-Planned,Late-Stage,Yes,No,No,0.03°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ASIASAT-AKZ&sel_satname=ASIASAT-AKZ&plan_id=
ASIASAT-AKX,China 🇨🇳,122.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ASIASAT-AKX&sel_satname=ASIASAT-AKX&plan_id=
ASIASAT-AKS,China 🇨🇳,122.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ASIASAT-AKS&sel_satname=ASIASAT-AKS&plan_id=
ASIASAT-AK1,China 🇨🇳,122.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ASIASAT-AK1&sel_satname=ASIASAT-AK1&plan_id=
ASIASAT-A,China 🇨🇳,122.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ASIASAT-A&sel_satname=ASIASAT-A&plan_id=
QXSI-122E-EX-L,China 🇨🇳,122.0°E,Non-Planned,Early-Stage,No,n/a,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QXSI-122E-EX-L&sel_satname=QXSI-122E-EX-L&plan_id=
ASIASAT-AAA,China 🇨🇳,122.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ASIASAT-AAA&sel_satname=ASIASAT-AAA&plan_id=
ASIASAT-122T,China 🇨🇳,122.0°E,Non-Planned,Early-Stage,No,n/a,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-122T&sel_satname=ASIASAT-122T&plan_id=
ASIASAT-30B-122,China 🇨🇳,122.0°E,Planned,Early-Stage,No,n/a,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ASIASAT-30B-122&sel_satname=ASIASAT-30B-122&plan_id=plan
ASIASAT-AK,China 🇨🇳,122.0°E,Non-Planned,Late-Stage,Yes,No,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ASIASAT-AK&sel_satname=ASIASAT-AK&plan_id=
