Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
EUTELSAT 2-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+2-10E&sel_satname=EUTELSAT+2-10E&plan_id=
3GSAT-G17R,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=3GSAT-G17R&sel_satname=3GSAT-G17R&plan_id=
ITASAT-1B,Italy 🇮🇹,10.0°E,Non-Planned,Early-Stage,No,n/a,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITASAT-1B&sel_satname=ITASAT-1B&plan_id=
F-SAT-N3-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N3-10E&sel_satname=F-SAT-N3-10E&plan_id=
SATCOM-4/10E,Belgium 🇧🇪,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SATCOM-4/10E&sel_satname=SATCOM-4/10E&plan_id=
F-SAT-S-E-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-S-E-10E&sel_satname=F-SAT-S-E-10E&plan_id=
F-SAT-C-E-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-C-E-10E&sel_satname=F-SAT-C-E-10E&plan_id=
F-SAT-KU2-E-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-KU2-E-10E&sel_satname=F-SAT-KU2-E-10E&plan_id=
EUTELSAT EXB-10E,France 🇫🇷,10.0°E,Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-10E&sel_satname=EUTELSAT+EXB-10E&plan_id=plan
F-SAT-30B-10E,France 🇫🇷,10.0°E,Planned,Early-Stage,No,n/a,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-10E&sel_satname=F-SAT-30B-10E&plan_id=plan
EUTELSAT 3-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+3-10E&sel_satname=EUTELSAT+3-10E&plan_id=
F-SAT-N10-10E,France 🇫🇷,10.0°E,Non-Planned,Early-Stage,No,n/a,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N10-10E&sel_satname=F-SAT-N10-10E&plan_id=
ECHOSTAR-EML1,United Kingdom 🇬🇧,10.0°E,Non-Planned,Early-Stage,No,n/a,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ECHOSTAR-EML1&sel_satname=ECHOSTAR-EML1&plan_id=
F-SAT-N-E-10E,France 🇫🇷,10.0°E,Non-Planned,Late-Stage,Yes,No,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N-E-10E&sel_satname=F-SAT-N-E-10E&plan_id=
F-SAT-N7-10E,France 🇫🇷,10.0°E,Non-Planned,Early-Stage,No,n/a,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-10E&sel_satname=F-SAT-N7-10E&plan_id=
F-SAT-30B-1-10E,France 🇫🇷,10.0°E,Planned,Early-Stage,No,n/a,No,0.29°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-1-10E&sel_satname=F-SAT-30B-1-10E&plan_id=plan
CTDRS-2-10.6E,China 🇨🇳,10.6°E,Non-Planned,Late-Stage,Yes,No,Total,0.31°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CTDRS-2-10.6E&sel_satname=CTDRS-2-10.6E&plan_id=
BFA00000,Burkina Faso 🇧🇫,10.79°E,Planned,Early-Stage,No,n/a,No,0.50°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BFA00000&sel_satname=BFA00000&plan_id=plan
