Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
F-SAT-N9-141.5E,France 🇫🇷,141.5°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N9-141.5E&sel_satname=F-SAT-N9-141.5E&plan_id=
ETS9-B,Japan 🇯🇵,141.5°E,Non-Planned,Early-Stage,No,n/a,No,0.01°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ETS9-B&sel_satname=ETS9-B&plan_id=
JMCS-6-141E,Japan 🇯🇵,141.0°E,Non-Planned,Early-Stage,No,n/a,No,0.49°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JMCS-6-141E&sel_satname=JMCS-6-141E&plan_id=
THAISAT-142E,Thailand 🇹🇭,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAISAT-142E&sel_satname=THAISAT-142E&plan_id=
APSTAR-G5-142E,China 🇨🇳,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=APSTAR-G5-142E&sel_satname=APSTAR-G5-142E&plan_id=
MADAR-142E-2,United Arab Emirates 🇦🇪,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-142E-2&sel_satname=MADAR-142E-2&plan_id=
MADAR-142E-2_1,United Arab Emirates 🇦🇪,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-142E-2_1&sel_satname=MADAR-142E-2_1&plan_id=
APSTAR-142E-R,China 🇨🇳,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=APSTAR-142E-R&sel_satname=APSTAR-142E-R&plan_id=
APSTAR-142E,China 🇨🇳,142.0°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=APSTAR-142E&sel_satname=APSTAR-142E&plan_id=
THAICOM-G3K,Thailand 🇹🇭,142.0°E,Non-Planned,Late-Stage,Yes,No,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=THAICOM-G3K&sel_satname=THAICOM-G3K&plan_id=
EP-SAT-142E,France 🇫🇷,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EP-SAT-142E&sel_satname=EP-SAT-142E&plan_id=
KOREASAT-142K,Korea (Rep. of) 🇰🇷,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KOREASAT-142K&sel_satname=KOREASAT-142K&plan_id=
YAHSAT-FSS-142E,United Arab Emirates 🇦🇪,142.0°E,Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS-142E&sel_satname=YAHSAT-FSS-142E&plan_id=plan
LAO00000,Lao P.D.R. 🇱🇦,142.0°E,Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LAO00000&sel_satname=LAO00000&plan_id=plan
MADAR-142E-3,United Arab Emirates 🇦🇪,142.0°E,Non-Planned,Early-Stage,No,n/a,No,0.51°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-142E-3&sel_satname=MADAR-142E-3&plan_id=
HIMAWARI-8-140E,Japan 🇯🇵,140.7°E,Non-Planned,Late-Stage,Yes,No,No,0.79°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=HIMAWARI-8-140E&sel_satname=HIMAWARI-8-140E&plan_id=
HIMAWARI-140E,Japan 🇯🇵,140.7°E,Non-Planned,Late-Stage,Yes,No,No,0.79°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=HIMAWARI-140E&sel_satname=HIMAWARI-140E&plan_id=
APSTAR-G5-140.5E,China 🇨🇳,140.5°E,Non-Planned,Early-Stage,No,n/a,No,0.99°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=APSTAR-G5-140.5E&sel_satname=APSTAR-G5-140.5E&plan_id=
