License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
INSAT-2M (48),India 🇮🇳,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-2M+(48)&sel_satname=INSAT-2M+(48)&plan_id=
EUTELSAT EXB-48E,France 🇫🇷,48.0°E,Planned,Notification of Space Station (N),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-48E&sel_satname=EUTELSAT+EXB-48E&plan_id=plan
INSAT-KUP-FSS(48E),India 🇮🇳,48.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS(48E)&sel_satname=INSAT-KUP-FSS(48E)&plan_id=plan
F-SAT-30B-48E,France 🇫🇷,48.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-48E&sel_satname=F-SAT-30B-48E&plan_id=plan
F-SAT-E-30B-48.2E,France 🇫🇷,48.0°E,Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-48.2E&sel_satname=F-SAT-E-30B-48.2E&plan_id=plan
F-SAT-N7-48E,France 🇫🇷,48.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-48E&sel_satname=F-SAT-N7-48E&plan_id=
INSAT-EXC(48E),India 🇮🇳,48.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EXC(48E)&sel_satname=INSAT-EXC(48E)&plan_id=plan
ASIASAT-48.2Q,China 🇨🇳,48.2°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ASIASAT-48.2Q&sel_satname=ASIASAT-48.2Q&plan_id=
SYRACUSE-4H,France 🇫🇷,47.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SYRACUSE-4H&sel_satname=SYRACUSE-4H&plan_id=
SYRACUSE-3H,France 🇫🇷,47.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SYRACUSE-3H&sel_satname=SYRACUSE-3H&plan_id=
FMS5-47E,France 🇫🇷,47.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-47E&sel_satname=FMS5-47E&plan_id=
SYRACUSE-31H,France 🇫🇷,47.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SYRACUSE-31H&sel_satname=SYRACUSE-31H&plan_id=
FIN00000,Finland 🇫🇮,46.8°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=FIN00000&sel_satname=FIN00000&plan_id=plan
