License,ITU Administration,Longitude,License Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
EUROPESTAR-47.5E,Germany 🇩🇪,47.5°E,Non-Planned,Due Diligence (U),Yes,n/a,Partial,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUROPESTAR-47.5E&sel_satname=EUROPESTAR-47.5E&plan_id=
YAHSAT-KA-47.5E,United Arab Emirates 🇦🇪,47.5°E,Non-Planned,Due Diligence (U),Yes,Full,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAHSAT-KA-47.5E&sel_satname=YAHSAT-KA-47.5E&plan_id=
EUROPESTAR-FSS-47.5E,Germany 🇩🇪,47.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=EUROPESTAR-FSS-47.5E&sel_satname=EUROPESTAR-FSS-47.5E&plan_id=plan
MADAR-47.5E,United Arab Emirates 🇦🇪,47.5°E,Non-Planned,Due Diligence (U),Yes,Full,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MADAR-47.5E&sel_satname=MADAR-47.5E&plan_id=
MADAR-47.5E-3,United Arab Emirates 🇦🇪,47.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-47.5E-3&sel_satname=MADAR-47.5E-3&plan_id=
EUROPESTAR-47.5E-A,Germany 🇩🇪,47.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EUROPESTAR-47.5E-A&sel_satname=EUROPESTAR-47.5E-A&plan_id=
EUROPE*STAR-3,Germany 🇩🇪,47.5°E,Non-Planned,Due Diligence (U),Yes,n/a,Full,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUROPE*STAR-3&sel_satname=EUROPE*STAR-3&plan_id=
MADAR-47.5E-4,United Arab Emirates 🇦🇪,47.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-47.5E-4&sel_satname=MADAR-47.5E-4&plan_id=
INSAT-KU17(48E),India 🇮🇳,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-KU17(48E)&sel_satname=INSAT-KU17(48E)&plan_id=
F-SAT-N-E-48E,France 🇫🇷,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-48E&sel_satname=F-SAT-N-E-48E&plan_id=
INSAT-EHFL-48E,India 🇮🇳,48.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-EHFL-48E&sel_satname=INSAT-EHFL-48E&plan_id=
INSAT-EK48R,India 🇮🇳,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EK48R&sel_satname=INSAT-EK48R&plan_id=
INSAT-EK48,India 🇮🇳,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EK48&sel_satname=INSAT-EK48&plan_id=
INSAT-2T (48),India 🇮🇳,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-2T+(48)&sel_satname=INSAT-2T+(48)&plan_id=
INSAT-KA48E,India 🇮🇳,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-KA48E&sel_satname=INSAT-KA48E&plan_id=
F-SAT-N3-48E,France 🇫🇷,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-48E&sel_satname=F-SAT-N3-48E&plan_id=
INSAT-L-MSS(48E),India 🇮🇳,48.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-L-MSS(48E)&sel_satname=INSAT-L-MSS(48E)&plan_id=
INSAT-2(48),India 🇮🇳,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-2(48)&sel_satname=INSAT-2(48)&plan_id=
F-SAT-P-30B-48E-F,France 🇫🇷,48.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-48E-F&sel_satname=F-SAT-P-30B-48E-F&plan_id=plan
INSAT-KA48ER,India 🇮🇳,48.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA48ER&sel_satname=INSAT-KA48ER&plan_id=
F-SAT-N5-48E,France 🇫🇷,48.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N5-48E&sel_satname=F-SAT-N5-48E&plan_id=
