Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
INSAT-EHFL-32.5E,India 🇮🇳,32.5°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-EHFL-32.5E&sel_satname=INSAT-EHFL-32.5E&plan_id=
INSAT-NAV-GSO3(32.5E),India 🇮🇳,32.5°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-NAV-GSO3(32.5E)&sel_satname=INSAT-NAV-GSO3(32.5E)&plan_id=
SIGNSAT-32E,China 🇨🇳,32.5°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-32E&sel_satname=SIGNSAT-32E&plan_id=
INSAT-NAVR(32.5),India 🇮🇳,32.5°E,Non-Planned,Early-Stage,No,n/a,No,0.04°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INSAT-NAVR(32.5)&sel_satname=INSAT-NAVR(32.5)&plan_id=
DNK00001,Denmark 🇩🇰,32.28°E,Planned,Early-Stage,No,n/a,No,0.18°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=DNK00001&sel_satname=DNK00001&plan_id=plan
MRC00000,Morocco 🇲🇦,32.86°E,Planned,Early-Stage,No,n/a,No,0.40°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MRC00000&sel_satname=MRC00000&plan_id=plan
USAEGIS-32E,United States 🇺🇸,32.0°E,Non-Planned,Early-Stage,No,n/a,No,0.46°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USAEGIS-32E&sel_satname=USAEGIS-32E&plan_id=
IRANSAT-32E,Iran (Islamic Republic of) 🇮🇷,32.0°E,Non-Planned,Early-Stage,No,n/a,No,0.46°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-32E&sel_satname=IRANSAT-32E&plan_id=
ESAT-5,United Kingdom 🇬🇧,33.0°E,Non-Planned,Early-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=ESAT-5&sel_satname=ESAT-5&plan_id=
F-SAT-N-E-33E,France 🇫🇷,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=F-SAT-N-E-33E&sel_satname=F-SAT-N-E-33E&plan_id=
FMS5-33E,France 🇫🇷,33.0°E,Non-Planned,Early-Stage,No,n/a,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-33E&sel_satname=FMS5-33E&plan_id=
INTELSAT5 33E,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT5+33E&sel_satname=INTELSAT5+33E&plan_id=
INTELSAT9 33E,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,Partial,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=INTELSAT9+33E&sel_satname=INTELSAT9+33E&plan_id=
USMB-7,United States 🇺🇸,33.0°E,Non-Planned,Late-Stage,Yes,No,No,0.54°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-7&sel_satname=USMB-7&plan_id=
