Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
BTN00000,Bhutan 🇧🇹,59.1°E,Planned,Early-Stage,No,n/a,No,0.12°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BTN00000&sel_satname=BTN00000&plan_id=plan
DFH-5-02A,China 🇨🇳,59.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DFH-5-02A&sel_satname=DFH-5-02A&plan_id=
CVA00000,Vatican 🇻🇦,59.0°E,Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CVA00000&sel_satname=CVA00000&plan_id=plan
AZERSAT-H (59E),Azerbaijan 🇦🇿,59.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-H+(59E)&sel_satname=AZERSAT-H+(59E)&plan_id=
AZERSAT-G (59E),Azerbaijan 🇦🇿,59.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AZERSAT-G+(59E)&sel_satname=AZERSAT-G+(59E)&plan_id=
HISPASAT-60A,Spain 🇪🇸,59.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-60A&sel_satname=HISPASAT-60A&plan_id=
IRANSAT-59E,Iran (Islamic Republic of) 🇮🇷,59.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-59E&sel_satname=IRANSAT-59E&plan_id=
COMPASS-58.75E,China 🇨🇳,58.75°E,Non-Planned,Late-Stage,Yes,No,No,0.47°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-58.75E&sel_satname=COMPASS-58.75E&plan_id=
COMPASS-30B-58.75E,China 🇨🇳,58.75°E,Planned,Early-Stage,No,n/a,No,0.47°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-30B-58.75E&sel_satname=COMPASS-30B-58.75E&plan_id=plan
COMPASS-A-58.75E,China 🇨🇳,58.75°E,Non-Planned,Early-Stage,No,n/a,No,0.47°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=COMPASS-A-58.75E&sel_satname=COMPASS-A-58.75E&plan_id=
CYP-30B-59.7E-3,Cyprus 🇨🇾,59.7°E,Planned,Early-Stage,No,n/a,No,0.48°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CYP-30B-59.7E-3&sel_satname=CYP-30B-59.7E-3&plan_id=plan
CYP-30B-59.7E-4,Cyprus 🇨🇾,59.7°E,Planned,Early-Stage,No,n/a,No,0.48°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CYP-30B-59.7E-4&sel_satname=CYP-30B-59.7E-4&plan_id=plan
CYP-30B-59.7E-2,Cyprus 🇨🇾,59.7°E,Planned,Early-Stage,No,n/a,No,0.48°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CYP-30B-59.7E-2&sel_satname=CYP-30B-59.7E-2&plan_id=plan
CYP-30B-59.7E,Cyprus 🇨🇾,59.7°E,Planned,Early-Stage,No,n/a,No,0.48°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CYP-30B-59.7E&sel_satname=CYP-30B-59.7E&plan_id=plan
KAZ00000,Kazakhstan 🇰🇿,58.5°E,Planned,Early-Stage,No,n/a,No,0.72°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KAZ00000&sel_satname=KAZ00000&plan_id=plan
ARABSAT-10Q-58.5E,Saudi Arabia 🇸🇦,58.5°E,Non-Planned,Early-Stage,No,n/a,No,0.72°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-10Q-58.5E&sel_satname=ARABSAT-10Q-58.5E&plan_id=
KAZSAT-KA-58.5E,Kazakhstan 🇰🇿,58.5°E,Non-Planned,Early-Stage,No,n/a,No,0.72°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KAZSAT-KA-58.5E&sel_satname=KAZSAT-KA-58.5E&plan_id=
