Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
INMARSAT-7-67E5,Switzerland 🇨🇭,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INMARSAT-7-67E5&sel_satname=INMARSAT-7-67E5&plan_id=
AST-IKAU-67.5E,France 🇫🇷,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AST-IKAU-67.5E&sel_satname=AST-IKAU-67.5E&plan_id=
TZA00000,Tanzania 🇹🇿,67.5°E,Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=TZA00000&sel_satname=TZA00000&plan_id=plan
QATARSAT-30B-67.5E-G2,Qatar 🇶🇦,67.5°E,Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=QATARSAT-30B-67.5E-G2&sel_satname=QATARSAT-30B-67.5E-G2&plan_id=plan
MADAR-67.5E,United Arab Emirates 🇦🇪,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-67.5E&sel_satname=MADAR-67.5E&plan_id=
QATARSAT-30B-67.5E,Qatar 🇶🇦,67.5°E,Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=QATARSAT-30B-67.5E&sel_satname=QATARSAT-30B-67.5E&plan_id=plan
ARABSAT-10P-67.5E,Saudi Arabia 🇸🇦,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-10P-67.5E&sel_satname=ARABSAT-10P-67.5E&plan_id=
QATARSAT-G5-67.5E,Qatar 🇶🇦,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G5-67.5E&sel_satname=QATARSAT-G5-67.5E&plan_id=
AST-IKAU-67.5E_1,France 🇫🇷,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AST-IKAU-67.5E_1&sel_satname=AST-IKAU-67.5E_1&plan_id=
MADAR-67.5E-2,United Arab Emirates 🇦🇪,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-67.5E-2&sel_satname=MADAR-67.5E-2&plan_id=
ARABSAT-9M-67.5E,Saudi Arabia 🇸🇦,67.5°E,Non-Planned,Early-Stage,No,n/a,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9M-67.5E&sel_satname=ARABSAT-9M-67.5E&plan_id=
IK-67.8E-F,Russian Federation 🇷🇺,67.8°E,Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=IK-67.8E-F&sel_satname=IK-67.8E-F&plan_id=plan
KAZSAT-KA-67.2E,Kazakhstan 🇰🇿,67.2°E,Non-Planned,Early-Stage,No,n/a,No,0.37°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=KAZSAT-KA-67.2E&sel_satname=KAZSAT-KA-67.2E&plan_id=
INSAT-KA68E,India 🇮🇳,68.0°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA68E&sel_satname=INSAT-KA68E&plan_id=
DEF-R-SAT-5B,Australia 🇦🇺,68.0°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=DEF-R-SAT-5B&sel_satname=DEF-R-SAT-5B&plan_id=
INSAT-KA68ER,India 🇮🇳,68.0°E,Non-Planned,Early-Stage,No,n/a,No,0.43°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA68ER&sel_satname=INSAT-KA68ER&plan_id=
