Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
HISPASAT-48A_1,Spain 🇪🇸,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-48A_1&sel_satname=HISPASAT-48A_1&plan_id=
F-SAT-N10-10E,France 🇫🇷,10.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N10-10E&sel_satname=F-SAT-N10-10E&plan_id=
F-SAT-30B-1-10E,France 🇫🇷,10.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-1-10E&sel_satname=F-SAT-30B-1-10E&plan_id=plan
ITASAT-1B,Italy 🇮🇹,10.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITASAT-1B&sel_satname=ITASAT-1B&plan_id=
F-SAT-30B-10E,France 🇫🇷,10.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-10E&sel_satname=F-SAT-30B-10E&plan_id=plan
EUTELSAT EXB-10E,France 🇫🇷,10.0°E,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-10E&sel_satname=EUTELSAT+EXB-10E&plan_id=plan
EUTELSAT 2-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+2-10E&sel_satname=EUTELSAT+2-10E&plan_id=
F-SAT-N3-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-10E&sel_satname=F-SAT-N3-10E&plan_id=
SATCOM-4/10E,Belgium 🇧🇪,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SATCOM-4/10E&sel_satname=SATCOM-4/10E&plan_id=
EUTELSAT 3-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+3-10E&sel_satname=EUTELSAT+3-10E&plan_id=
ECHOSTAR-EML1,United Kingdom 🇬🇧,10.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ECHOSTAR-EML1&sel_satname=ECHOSTAR-EML1&plan_id=
F-SAT-KU2-E-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU2-E-10E&sel_satname=F-SAT-KU2-E-10E&plan_id=
3GSAT-G17R,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=3GSAT-G17R&sel_satname=3GSAT-G17R&plan_id=
F-SAT-S-E-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-S-E-10E&sel_satname=F-SAT-S-E-10E&plan_id=
F-SAT-N-E-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-10E&sel_satname=F-SAT-N-E-10E&plan_id=
F-SAT-N7-10E,France 🇫🇷,10.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-10E&sel_satname=F-SAT-N7-10E&plan_id=
F-SAT-C-E-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-C-E-10E&sel_satname=F-SAT-C-E-10E&plan_id=
SIGNSAT-11E,China 🇨🇳,11.3°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-11E&sel_satname=SIGNSAT-11E&plan_id=
CYP-SAT-KM-11.5E,Cyprus 🇨🇾,11.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CYP-SAT-KM-11.5E&sel_satname=CYP-SAT-KM-11.5E&plan_id=
F-SAT-30B-11.5E,France 🇫🇷,11.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-11.5E&sel_satname=F-SAT-30B-11.5E&plan_id=plan
H2SAT-11.5E,Germany 🇩🇪,11.5°E,Non-Planned,Advance Public Information (A),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=H2SAT-11.5E&sel_satname=H2SAT-11.5E&plan_id=
F-SAT-N6-11.5E,France 🇫🇷,11.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-11.5E&sel_satname=F-SAT-N6-11.5E&plan_id=
F-SAT-N7-11.5E,France 🇫🇷,11.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-11.5E&sel_satname=F-SAT-N7-11.5E&plan_id=
H2M-TNG-11.5E,Germany 🇩🇪,11.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=H2M-TNG-11.5E&sel_satname=H2M-TNG-11.5E&plan_id=
H2M-11.5E,Germany 🇩🇪,11.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=H2M-11.5E&sel_satname=H2M-11.5E&plan_id=
