Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
F-SAT-N7-10E,France 🇫🇷,10.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-10E&sel_satname=F-SAT-N7-10E&plan_id=
F-SAT-N10-10E,France 🇫🇷,10.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N10-10E&sel_satname=F-SAT-N10-10E&plan_id=
F-SAT-N3-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N3-10E&sel_satname=F-SAT-N3-10E&plan_id=
ITASAT-1B,Italy 🇮🇹,10.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ITASAT-1B&sel_satname=ITASAT-1B&plan_id=
F-SAT-N-E-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-N-E-10E&sel_satname=F-SAT-N-E-10E&plan_id=
F-SAT-S-E-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-S-E-10E&sel_satname=F-SAT-S-E-10E&plan_id=
3GSAT-G17R,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=3GSAT-G17R&sel_satname=3GSAT-G17R&plan_id=
F-SAT-KU2-E-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-KU2-E-10E&sel_satname=F-SAT-KU2-E-10E&plan_id=
EUTELSAT 3-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+3-10E&sel_satname=EUTELSAT+3-10E&plan_id=
SATCOM-4/10E,Belgium 🇧🇪,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SATCOM-4/10E&sel_satname=SATCOM-4/10E&plan_id=
F-SAT-C-E-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-C-E-10E&sel_satname=F-SAT-C-E-10E&plan_id=
EUTELSAT 2-10E,France 🇫🇷,10.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EUTELSAT+2-10E&sel_satname=EUTELSAT+2-10E&plan_id=
EUTELSAT EXB-10E,France 🇫🇷,10.0°E,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-10E&sel_satname=EUTELSAT+EXB-10E&plan_id=plan
F-SAT-30B-10E,France 🇫🇷,10.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-10E&sel_satname=F-SAT-30B-10E&plan_id=plan
F-SAT-30B-1-10E,France 🇫🇷,10.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-1-10E&sel_satname=F-SAT-30B-1-10E&plan_id=plan
ECHOSTAR-EML1,United Kingdom 🇬🇧,10.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ECHOSTAR-EML1&sel_satname=ECHOSTAR-EML1&plan_id=
CTDRS-2-10.6E,China 🇨🇳,10.6°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CTDRS-2-10.6E&sel_satname=CTDRS-2-10.6E&plan_id=
BFA00000,Burkina Faso 🇧🇫,10.79°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BFA00000&sel_satname=BFA00000&plan_id=plan
PESSE-11E-KA,Netherlands 🇳🇱,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-11E-KA&sel_satname=PESSE-11E-KA&plan_id=
PESSE-11E-VB,Netherlands 🇳🇱,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PESSE-11E-VB&sel_satname=PESSE-11E-VB&plan_id=
FUTURA-1,United Arab Emirates 🇦🇪,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FUTURA-1&sel_satname=FUTURA-1&plan_id=
ARABSAT 8G-11E,Saudi Arabia 🇸🇦,11.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=ARABSAT+8G-11E&sel_satname=ARABSAT+8G-11E&plan_id=
ARABSAT-9G-11E,Saudi Arabia 🇸🇦,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-9G-11E&sel_satname=ARABSAT-9G-11E&plan_id=
ARABSAT-11G-11E,Saudi Arabia 🇸🇦,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=ARABSAT-11G-11E&sel_satname=ARABSAT-11G-11E&plan_id=
USGOVSAT-15A,United States 🇺🇸,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USGOVSAT-15A&sel_satname=USGOVSAT-15A&plan_id=
JORSAT-11E,Jordan 🇯🇴,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=JORSAT-11E&sel_satname=JORSAT-11E&plan_id=
HISPASAT-48A_1,Spain 🇪🇸,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-48A_1&sel_satname=HISPASAT-48A_1&plan_id=
INMARSAT-8-11E,United Kingdom 🇬🇧,11.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INMARSAT-8-11E&sel_satname=INMARSAT-8-11E&plan_id=
HISPASAT-81A,Spain 🇪🇸,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-81A&sel_satname=HISPASAT-81A&plan_id=
HISPASAT-48A,Spain 🇪🇸,11.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=HISPASAT-48A&sel_satname=HISPASAT-48A&plan_id=
MADAR-9.5E-2,United Arab Emirates 🇦🇪,9.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9.5E-2&sel_satname=MADAR-9.5E-2&plan_id=
MADAR-9.5E,United Arab Emirates 🇦🇪,9.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9.5E&sel_satname=MADAR-9.5E&plan_id=
MTG-D1_9.5E,Germany 🇩🇪,9.5°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MTG-D1_9.5E&sel_satname=MTG-D1_9.5E&plan_id=
