Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
TELECOM-4A,France 🇫🇷,8.0°W,Non-Planned,Due Diligence (U),Yes,Partial,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TELECOM-4A&sel_satname=TELECOM-4A&plan_id=
EMARSAT-13V-M,United Arab Emirates 🇦🇪,8.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=EMARSAT-13V-M&sel_satname=EMARSAT-13V-M&plan_id=
TELECOM-3A,France 🇫🇷,8.0°W,Non-Planned,Due Diligence (U),Yes,Partial,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TELECOM-3A&sel_satname=TELECOM-3A&plan_id=
F-SAT-N7-8W,France 🇫🇷,8.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-8W&sel_satname=F-SAT-N7-8W&plan_id=
FMS5-8W,France 🇫🇷,8.0°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=FMS5-8W&sel_satname=FMS5-8W&plan_id=
TELECOM-30B,France 🇫🇷,8.0°W,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TELECOM-30B&sel_satname=TELECOM-30B&plan_id=plan
TELECOM-2A,France 🇫🇷,8.0°W,Non-Planned,Due Diligence (U),Yes,Partial,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TELECOM-2A&sel_satname=TELECOM-2A&plan_id=
F-SAT-30B-8W,France 🇫🇷,8.0°W,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-8W&sel_satname=F-SAT-30B-8W&plan_id=plan
F-SAT-P-30B-8W-F,France 🇫🇷,8.0°W,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-8W-F&sel_satname=F-SAT-P-30B-8W-F&plan_id=plan
F-SAT-E-30B-8W,France 🇫🇷,8.0°W,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-8W&sel_satname=F-SAT-E-30B-8W&plan_id=plan
