Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
INSAT-KU17(55E),India 🇮🇳,55.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KU17(55E)&sel_satname=INSAT-KU17(55E)&plan_id=
INSAT-EHFL-55E,India 🇮🇳,55.0°E,Non-Planned,Due Diligence (U),Yes,Full,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EHFL-55E&sel_satname=INSAT-EHFL-55E&plan_id=
INSAT-KA55E,India 🇮🇳,55.0°E,Non-Planned,Due Diligence (U),Yes,Full,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-KA55E&sel_satname=INSAT-KA55E&plan_id=
YAMAL-55E-1,Russian Federation 🇷🇺,55.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=YAMAL-55E-1&sel_satname=YAMAL-55E-1&plan_id=
SMMSAT-5R_1,Sweden 🇸🇪,55.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-5R_1&sel_satname=SMMSAT-5R_1&plan_id=
MADAR-55E-2,United Arab Emirates 🇦🇪,55.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-55E-2&sel_satname=MADAR-55E-2&plan_id=
YAMAL-FSS-55E,Russian Federation 🇷🇺,55.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAMAL-FSS-55E&sel_satname=YAMAL-FSS-55E&plan_id=plan
INSAT-EK55R,India 🇮🇳,55.0°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EK55R&sel_satname=INSAT-EK55R&plan_id=
KUPON-1,Russian Federation 🇷🇺,55.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KUPON-1&sel_satname=KUPON-1&plan_id=
INSAT-2(55),India 🇮🇳,55.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-2(55)&sel_satname=INSAT-2(55)&plan_id=
YAMAL-PK2,Russian Federation 🇷🇺,55.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAMAL-PK2&sel_satname=YAMAL-PK2&plan_id=plan
KUPON-1S,Russian Federation 🇷🇺,55.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KUPON-1S&sel_satname=KUPON-1S&plan_id=
INSAT-2T (55),India 🇮🇳,55.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-2T+(55)&sel_satname=INSAT-2T+(55)&plan_id=
KUPON-1T,Russian Federation 🇷🇺,55.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=KUPON-1T&sel_satname=KUPON-1T&plan_id=
INSAT-KUP-FSS-Y22(55E),India 🇮🇳,55.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS-Y22(55E)&sel_satname=INSAT-KUP-FSS-Y22(55E)&plan_id=plan
INSAT-KU10(55)E,India 🇮🇳,55.0°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-KU10(55)E&sel_satname=INSAT-KU10(55)E&plan_id=
INSAT-EXC55E,India 🇮🇳,55.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EXC55E&sel_satname=INSAT-EXC55E&plan_id=plan
INSAT-EK55,India 🇮🇳,55.0°E,Non-Planned,Due Diligence (U),Yes,Partial,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=INSAT-EK55&sel_satname=INSAT-EK55&plan_id=
YAMAL-55E,Russian Federation 🇷🇺,55.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAMAL-55E&sel_satname=YAMAL-55E&plan_id=
SMMSAT-6R_1,Sweden 🇸🇪,55.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-6R_1&sel_satname=SMMSAT-6R_1&plan_id=
SMMSAT-6R,Sweden 🇸🇪,55.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SMMSAT-6R&sel_satname=SMMSAT-6R&plan_id=
MEASAT-ROUTE-2D,Malaysia 🇲🇾,55.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MEASAT-ROUTE-2D&sel_satname=MEASAT-ROUTE-2D&plan_id=
BEL00000,Belgium 🇧🇪,54.55°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=BEL00000&sel_satname=BEL00000&plan_id=plan
OMANSAT-54.5E,Oman 🇴🇲,54.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-54.5E&sel_satname=OMANSAT-54.5E&plan_id=
QATARSAT-G5-54.5E,Qatar 🇶🇦,54.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G5-54.5E&sel_satname=QATARSAT-G5-54.5E&plan_id=
MADAR-54.5E,United Arab Emirates 🇦🇪,54.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-54.5E&sel_satname=MADAR-54.5E&plan_id=
RST-2A,Russian Federation 🇷🇺,56.0°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=RST-2A&sel_satname=RST-2A&plan_id=
MADAR-56E,United Arab Emirates 🇦🇪,56.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-56E&sel_satname=MADAR-56E&plan_id=
IRANSAT-B-56E,Iran (Islamic Republic of) 🇮🇷,56.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRANSAT-B-56E&sel_satname=IRANSAT-B-56E&plan_id=
BALKANSAT AP30B,Bulgaria 🇧🇬,56.02°E,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=BALKANSAT+AP30B&sel_satname=BALKANSAT+AP30B&plan_id=plan
