Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
IK-107.1W,Russian Federation 🇷🇺,107.1°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IK-107.1W&sel_satname=IK-107.1W&plan_id=
UKSAT-39,United Kingdom 🇬🇧,107.1°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UKSAT-39&sel_satname=UKSAT-39&plan_id=
UKSAT-14,United Kingdom 🇬🇧,107.0°W,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=UKSAT-14&sel_satname=UKSAT-14&plan_id=
INTERSPUTNIK-107W-F,Russian Federation 🇷🇺,107.0°W,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INTERSPUTNIK-107W-F&sel_satname=INTERSPUTNIK-107W-F&plan_id=plan
CAN-BSS-107.3W,Canada 🇨🇦,107.3°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CAN-BSS-107.3W&sel_satname=CAN-BSS-107.3W&plan_id=
CAN0EAST,Canada 🇨🇦,107.3°W,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=CAN0EAST&sel_satname=CAN0EAST&plan_id=plan
CANSAT-67,Canada 🇨🇦,107.3°W,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CANSAT-67&sel_satname=CANSAT-67&plan_id=
CANSAT-72,Canada 🇨🇦,107.3°W,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CANSAT-72&sel_satname=CANSAT-72&plan_id=
LM-RPS-107.3W,United States 🇺🇸,107.3°W,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LM-RPS-107.3W&sel_satname=LM-RPS-107.3W&plan_id=
CANSAT(107.3W)-L,Canada 🇨🇦,107.3°W,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CANSAT(107.3W)-L&sel_satname=CANSAT(107.3W)-L&plan_id=
