Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
LUX-30B-7,Luxembourg 🇱🇺,28.2°E,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-30B-7&sel_satname=LUX-30B-7&plan_id=plan
LUX-30B-G5-28.2E,Luxembourg 🇱🇺,28.2°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LUX-30B-G5-28.2E&sel_satname=LUX-30B-G5-28.2E&plan_id=plan
LUX-30B-G4-28.2E,Luxembourg 🇱🇺,28.2°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-30B-G4-28.2E&sel_satname=LUX-30B-G4-28.2E&plan_id=plan
LUX-G15-8,Luxembourg 🇱🇺,28.2°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G15-8&sel_satname=LUX-G15-8&plan_id=
LUX-G14-8,Luxembourg 🇱🇺,28.2°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G14-8&sel_satname=LUX-G14-8&plan_id=
LUX-G11-8_1,Luxembourg 🇱🇺,28.2°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G11-8_1&sel_satname=LUX-G11-8_1&plan_id=
LUX-G6-8,Luxembourg 🇱🇺,28.2°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G6-8&sel_satname=LUX-G6-8&plan_id=
LUX-G11-8,Luxembourg 🇱🇺,28.2°E,Non-Planned,Due Diligence (U),Yes,Full,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G11-8&sel_satname=LUX-G11-8&plan_id=
LUX-28.2E,Luxembourg 🇱🇺,28.2°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-28.2E&sel_satname=LUX-28.2E&plan_id=
LUX-G3-28.2E,Luxembourg 🇱🇺,28.2°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=LUX-G3-28.2E&sel_satname=LUX-G3-28.2E&plan_id=
STARTIME-28.4E,China 🇨🇳,28.4°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=STARTIME-28.4E&sel_satname=STARTIME-28.4E&plan_id=
QATARSAT-G4-28E_1,Qatar 🇶🇦,28.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-28E_1&sel_satname=QATARSAT-G4-28E_1&plan_id=
MWI00000,Malawi 🇲🇼,28.0°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MWI00000&sel_satname=MWI00000&plan_id=plan
QATARSAT-G4-28E,Qatar 🇶🇦,28.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=QATARSAT-G4-28E&sel_satname=QATARSAT-G4-28E&plan_id=
F-SAT-30B-28.5E,France 🇫🇷,28.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-28.5E&sel_satname=F-SAT-30B-28.5E&plan_id=plan
DFS-2,Germany 🇩🇪,28.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFS-2&sel_satname=DFS-2&plan_id=
DFS II-2,Germany 🇩🇪,28.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=DFS+II-2&sel_satname=DFS+II-2&plan_id=
F-SAT-E-30B-28.5E,France 🇫🇷,28.5°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-E-30B-28.5E&sel_satname=F-SAT-E-30B-28.5E&plan_id=plan
F-SAT-P-30B-28.5E-F,France 🇫🇷,28.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-28.5E-F&sel_satname=F-SAT-P-30B-28.5E-F&plan_id=plan
EUTELSAT EXB-28.5E,France 🇫🇷,28.5°E,Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=EUTELSAT+EXB-28.5E&sel_satname=EUTELSAT+EXB-28.5E&plan_id=plan
LBY00000,Libya 🇱🇾,28.9°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=LBY00000&sel_satname=LBY00000&plan_id=plan
GUI00000,Guinea 🇬🇳,27.5°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=GUI00000&sel_satname=GUI00000&plan_id=plan
MADAR-27.5E,United Arab Emirates 🇦🇪,27.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-27.5E&sel_satname=MADAR-27.5E&plan_id=
CHNHTSAT-27.5E,China 🇨🇳,27.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHNHTSAT-27.5E&sel_satname=CHNHTSAT-27.5E&plan_id=
SECOMSAT-6-29E,Spain 🇪🇸,29.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-6-29E&sel_satname=SECOMSAT-6-29E&plan_id=
SECOMSAT-5-29E,Spain 🇪🇸,29.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SECOMSAT-5-29E&sel_satname=SECOMSAT-5-29E&plan_id=
SECOMSAT B29E,Spain 🇪🇸,29.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=SECOMSAT+B29E&sel_satname=SECOMSAT+B29E&plan_id=
FLTSATCOM-C INDOC-1,United States 🇺🇸,29.0°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=FLTSATCOM-C+INDOC-1&sel_satname=FLTSATCOM-C+INDOC-1&plan_id=
IRIS-10B,United States 🇺🇸,29.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=IRIS-10B&sel_satname=IRIS-10B&plan_id=
