Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
USGCSS PH3B W PAC-3,United States 🇺🇸,150.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGCSS+PH3B+W+PAC-3&sel_satname=USGCSS+PH3B+W+PAC-3&plan_id=
EDRS-150,France 🇫🇷,150.0°E,Non-Planned,Advance Public Information (A),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=A&sat_name=EDRS-150&sel_satname=EDRS-150&plan_id=
N-SAT-Y15-150E,Japan 🇯🇵,150.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-Y15-150E&sel_satname=N-SAT-Y15-150E&plan_id=
NFP-SAT-Y16-150E,Japan 🇯🇵,150.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NFP-SAT-Y16-150E&sel_satname=NFP-SAT-Y16-150E&plan_id=plan
NFP-SAT-Y21-150E,Japan 🇯🇵,150.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NFP-SAT-Y21-150E&sel_satname=NFP-SAT-Y21-150E&plan_id=plan
OHO-30B-150E,Sweden 🇸🇪,150.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=OHO-30B-150E&sel_satname=OHO-30B-150E&plan_id=plan
KIR00000,Kiribati 🇰🇮,150.0°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KIR00000&sel_satname=KIR00000&plan_id=plan
JCSAT-1R,Japan 🇯🇵,150.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=JCSAT-1R&sel_satname=JCSAT-1R&plan_id=
UK-KA-150E,United Kingdom 🇬🇧,150.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-150E&sel_satname=UK-KA-150E&plan_id=
N-SAT-Y12-150E,Japan 🇯🇵,150.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=N-SAT-Y12-150E&sel_satname=N-SAT-Y12-150E&plan_id=
USGOVSAT-11R,United States 🇺🇸,150.0°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=USGOVSAT-11R&sel_satname=USGOVSAT-11R&plan_id=
UK-KA-150E-VB,United Kingdom 🇬🇧,150.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=UK-KA-150E-VB&sel_satname=UK-KA-150E-VB&plan_id=
PRSS-151E_1,Russian Federation 🇷🇺,151.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PRSS-151E_1&sel_satname=PRSS-151E_1&plan_id=
SIGNSAT-151E,China 🇨🇳,151.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-151E&sel_satname=SIGNSAT-151E&plan_id=
PRSS-151E,Russian Federation 🇷🇺,151.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PRSS-151E&sel_satname=PRSS-151E&plan_id=
SIGNSAT-151E_1,China 🇨🇳,151.2°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIGNSAT-151E_1&sel_satname=SIGNSAT-151E_1&plan_id=
