Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
F-SAT-30B,France 🇫🇷,9.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=F-SAT-30B&sel_satname=F-SAT-30B&plan_id=plan
F-SAT-30B-9E,France 🇫🇷,9.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-9E&sel_satname=F-SAT-30B-9E&plan_id=plan
F-SAT-N7-9.3E,France 🇫🇷,9.3°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N7-9.3E&sel_satname=F-SAT-N7-9.3E&plan_id=
SUI00000,Switzerland 🇨🇭,9.45°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=SUI00000&sel_satname=SUI00000&plan_id=plan
TUR00000,Türkiye 🇹🇷,8.5°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=TUR00000&sel_satname=TUR00000&plan_id=plan
USGON-2,United States 🇺🇸,8.5°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USGON-2&sel_satname=USGON-2&plan_id=
USOBO-16B,United States 🇺🇸,8.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-16B&sel_satname=USOBO-16B&plan_id=
MTG-D1_9.5E,Germany 🇩🇪,9.5°E,Non-Planned,Notification of Space Station (N),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MTG-D1_9.5E&sel_satname=MTG-D1_9.5E&plan_id=
MADAR-9.5E-2,United Arab Emirates 🇦🇪,9.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9.5E-2&sel_satname=MADAR-9.5E-2&plan_id=
MADAR-9.5E,United Arab Emirates 🇦🇪,9.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-9.5E&sel_satname=MADAR-9.5E&plan_id=
GALS-7,Russian Federation 🇷🇺,8.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=GALS-7&sel_satname=GALS-7&plan_id=
VOLNA-15,Russian Federation 🇷🇺,8.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=VOLNA-15&sel_satname=VOLNA-15&plan_id=
TOR-8M,Russian Federation 🇷🇺,8.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=TOR-8M&sel_satname=TOR-8M&plan_id=
STATSIONAR-18,Russian Federation 🇷🇺,8.0°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=STATSIONAR-18&sel_satname=STATSIONAR-18&plan_id=
RGS-S-8E,Russian Federation 🇷🇺,8.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=RGS-S-8E&sel_satname=RGS-S-8E&plan_id=
