Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
MONASAT-52EB,Monaco 🇲🇨,52.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MONASAT-52EB&sel_satname=MONASAT-52EB&plan_id=
MCO00000,Monaco 🇲🇨,52.0°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MCO00000&sel_satname=MCO00000&plan_id=plan
MCO-FSS-52EB,Monaco 🇲🇨,52.0°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=MCO-FSS-52EB&sel_satname=MCO-FSS-52EB&plan_id=plan
MCO-FSS-52EA,Monaco 🇲🇨,52.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MCO-FSS-52EA&sel_satname=MCO-FSS-52EA&plan_id=plan
MCO-FSS-52EAP,Monaco 🇲🇨,52.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MCO-FSS-52EAP&sel_satname=MCO-FSS-52EAP&plan_id=plan
MCO-FSS-52EA TTC,Monaco 🇲🇨,52.0°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MCO-FSS-52EA+TTC&sel_satname=MCO-FSS-52EA+TTC&plan_id=plan
MCO-FSS-52E,Monaco 🇲🇨,52.0°E,Planned,Notification of Space Station (N),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MCO-FSS-52E&sel_satname=MCO-FSS-52E&plan_id=plan
MONASAT-52EA,Monaco 🇲🇨,52.0°E,Non-Planned,Due Diligence (U),Yes,Partial,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MONASAT-52EA&sel_satname=MONASAT-52EA&plan_id=
MONASAT-52EC,Monaco 🇲🇨,52.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MONASAT-52EC&sel_satname=MONASAT-52EC&plan_id=
ARS00000,Saudi Arabia 🇸🇦,51.9°E,Planned,Planned (P/Plan/List),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=ARS00000&sel_satname=ARS00000&plan_id=plan
LUX-G11-14_1,Luxembourg 🇱🇺,52.2°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G11-14_1&sel_satname=LUX-G11-14_1&plan_id=
LUX-G11-14,Luxembourg 🇱🇺,52.2°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=LUX-G11-14&sel_satname=LUX-G11-14&plan_id=
BLR-FSS2-51.5E,Belarus 🇧🇾,51.5°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=BLR-FSS2-51.5E&sel_satname=BLR-FSS2-51.5E&plan_id=plan
CHINASAT-ROUTE1,China 🇨🇳,51.5°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-ROUTE1&sel_satname=CHINASAT-ROUTE1&plan_id=
TIBASAT-51.5E,Egypt 🇪🇬,51.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=TIBASAT-51.5E&sel_satname=TIBASAT-51.5E&plan_id=
USOBO-12B,United States 🇺🇸,51.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USOBO-12B&sel_satname=USOBO-12B&plan_id=
CHINASAT-CL2,China 🇨🇳,51.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-CL2&sel_satname=CHINASAT-CL2&plan_id=
CHINASAT-E-51.5E,China 🇨🇳,51.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-51.5E&sel_satname=CHINASAT-E-51.5E&plan_id=
CHINASAT-51.5E,China 🇨🇳,51.5°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=CHINASAT-51.5E&sel_satname=CHINASAT-51.5E&plan_id=
BLR-FSS-51.5E,Belarus 🇧🇾,51.5°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=BLR-FSS-51.5E&sel_satname=BLR-FSS-51.5E&plan_id=plan
