Network,ITU Administration,Longitude,Network Type,Filing Type,Brought into Use,Due Diligence Match,Suspended,Link
EMARSAT-5G,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EMARSAT-5G&sel_satname=EMARSAT-5G&plan_id=
YAHSAT-FSS3-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS3-52.5E&sel_satname=YAHSAT-FSS3-52.5E&plan_id=plan
YAHSAT-FSS4-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Planned (P),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=YAHSAT-FSS4-52.5E&sel_satname=YAHSAT-FSS4-52.5E&plan_id=plan
YAHSAT-FSS2-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAHSAT-FSS2-52.5E&sel_satname=YAHSAT-FSS2-52.5E&plan_id=plan
YAHSAT-FSS-52.5E,United Arab Emirates 🇦🇪,52.5°E,Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAHSAT-FSS-52.5E&sel_satname=YAHSAT-FSS-52.5E&plan_id=plan
YAHSAT,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=YAHSAT&sel_satname=YAHSAT&plan_id=
MADAR-52.5E,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Due Diligence (U),Yes,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=MADAR-52.5E&sel_satname=MADAR-52.5E&plan_id=
MADAR-52.5E-3,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-52.5E-3&sel_satname=MADAR-52.5E-3&plan_id=
EMARSAT-1G,United Arab Emirates 🇦🇪,52.5°E,Non-Planned,Due Diligence (U),Yes,n/a,Resumed,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=U&sat_name=EMARSAT-1G&sel_satname=EMARSAT-1G&plan_id=
INSAT-KA51.2E,India 🇮🇳,51.2°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA51.2E&sel_satname=INSAT-KA51.2E&plan_id=
THAICOM-51_1,Thailand 🇹🇭,51.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAICOM-51_1&sel_satname=THAICOM-51_1&plan_id=
OMANSAT-51E,Oman 🇴🇲,51.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=OMANSAT-51E&sel_satname=OMANSAT-51E&plan_id=
USAEGIS-51E,United States 🇺🇸,51.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=USAEGIS-51E&sel_satname=USAEGIS-51E&plan_id=
THAICOM-51,Thailand 🇹🇭,51.0°E,Non-Planned,Coordination Request (C),No,n/a,n/a,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=THAICOM-51&sel_satname=THAICOM-51&plan_id=
