Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
CHINASAT-E-85.5E_1,China 🇨🇳,85.5°E,Non-Planned,Early-Stage,No,n/a,No,0.03°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=CHINASAT-E-85.5E_1&sel_satname=CHINASAT-E-85.5E_1&plan_id=
INSAT-C17(85.5E),India 🇮🇳,85.5°E,Non-Planned,Early-Stage,No,n/a,No,0.03°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-C17(85.5E)&sel_satname=INSAT-C17(85.5E)&plan_id=
INSAT-KA85.5E,India 🇮🇳,85.5°E,Non-Planned,Early-Stage,No,n/a,No,0.03°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=INSAT-KA85.5E&sel_satname=INSAT-KA85.5E&plan_id=
INSAT-KUP-FSS-Y22(85.5E),India 🇮🇳,85.5°E,Planned,Early-Stage,No,n/a,No,0.03°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=INSAT-KUP-FSS-Y22(85.5E)&sel_satname=INSAT-KUP-FSS-Y22(85.5E)&plan_id=plan
CHINASAT-E-85.5E,China 🇨🇳,85.5°E,Non-Planned,Early-Stage,No,n/a,No,0.03°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=CHINASAT-E-85.5E&sel_satname=CHINASAT-E-85.5E&plan_id=
STATSIONAR-D5,Russian Federation 🇷🇺,85.4°E,Non-Planned,Late-Stage,Yes,No,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-D5&sel_satname=STATSIONAR-D5&plan_id=
SADKO-1,Russian Federation 🇷🇺,85.4°E,Non-Planned,Late-Stage,Yes,No,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SADKO-1&sel_satname=SADKO-1&plan_id=
STATSIONAR-D5,Russian Federation 🇷🇺,85.4°E,Planned,Late-Stage,Yes,No,No,0.07°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=STATSIONAR-D5&sel_satname=STATSIONAR-D5&plan_id=plan
PACIFISAT-FSS-85.3E,Papua New Guinea 🇵🇬,85.3°E,Planned,Early-Stage,No,n/a,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=PACIFISAT-FSS-85.3E&sel_satname=PACIFISAT-FSS-85.3E&plan_id=plan
NUSANTARA-H2-A,Indonesia 🇮🇩,85.3°E,Non-Planned,Early-Stage,No,n/a,No,0.17°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-H2-A&sel_satname=NUSANTARA-H2-A&plan_id=
