Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
KOREASAT-116.2E-A30B,Korea (Rep. of) 🇰🇷,116.2°E,Planned,Early-Stage,No,n/a,No,0.32°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOREASAT-116.2E-A30B&sel_satname=KOREASAT-116.2E-A30B&plan_id=plan
KOR00000,Korea (Rep. of) 🇰🇷,116.2°E,Planned,Early-Stage,No,n/a,No,0.32°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=KOR00000&sel_satname=KOR00000&plan_id=plan
GS-ABS-116.1E,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=GS-ABS-116.1E&sel_satname=GS-ABS-116.1E&plan_id=
PACIFISAT-116.1E-2,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=PACIFISAT-116.1E-2&sel_satname=PACIFISAT-116.1E-2&plan_id=
NUSANTARA-H1-A,Indonesia 🇮🇩,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=NUSANTARA-H1-A&sel_satname=NUSANTARA-H1-A&plan_id=
NUSANTARA-SM1-B,Indonesia 🇮🇩,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-SM1-B&sel_satname=NUSANTARA-SM1-B&plan_id=
PACIFISAT-116.1E,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PACIFISAT-116.1E&sel_satname=PACIFISAT-116.1E&plan_id=
NUSANTARA-H1-A_1,Indonesia 🇮🇩,116.1°E,Non-Planned,Early-Stage,No,n/a,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=NUSANTARA-H1-A_1&sel_satname=NUSANTARA-H1-A_1&plan_id=
PACIFISAT-9,Papua New Guinea 🇵🇬,116.1°E,Non-Planned,Late-Stage,No,No,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=PACIFISAT-9&sel_satname=PACIFISAT-9&plan_id=
NUSANTARA-H1-30B,Indonesia 🇮🇩,116.1°E,Planned,Early-Stage,No,n/a,No,0.42°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=NUSANTARA-H1-30B&sel_satname=NUSANTARA-H1-30B&plan_id=plan
