Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
AST-IKAU-126.9E,France 🇫🇷,126.9°E,Non-Planned,Early-Stage,No,n/a,No,0.12°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=AST-IKAU-126.9E&sel_satname=AST-IKAU-126.9E&plan_id=
F-SAT-N6-127E,France 🇫🇷,127.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=F-SAT-N6-127E&sel_satname=F-SAT-N6-127E&plan_id=
F-SAT-P-30B-127E-F,France 🇫🇷,127.0°E,Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-P-30B-127E-F&sel_satname=F-SAT-P-30B-127E-F&plan_id=plan
MADAR-127E-2,United Arab Emirates 🇦🇪,127.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-127E-2&sel_satname=MADAR-127E-2&plan_id=
QZSS-GS-ISR4,Japan 🇯🇵,127.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QZSS-GS-ISR4&sel_satname=QZSS-GS-ISR4&plan_id=
MADAR-127E,United Arab Emirates 🇦🇪,127.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=MADAR-127E&sel_satname=MADAR-127E&plan_id=
QZSS-GS4,Japan 🇯🇵,127.0°E,Non-Planned,Late-Stage,Yes,No,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QZSS-GS4&sel_satname=QZSS-GS4&plan_id=
QZSS-GS-A4,Japan 🇯🇵,127.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=QZSS-GS-A4&sel_satname=QZSS-GS-A4&plan_id=
F-SAT-30B-127E,France 🇫🇷,127.0°E,Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=P&sat_name=F-SAT-30B-127E&sel_satname=F-SAT-30B-127E&plan_id=plan
DEF-R-SAT-8C,Australia 🇦🇺,127.0°E,Non-Planned,Early-Stage,No,n/a,No,0.22°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=DEF-R-SAT-8C&sel_satname=DEF-R-SAT-8C&plan_id=
