Network,ITU Administration,Longitude,Network Type,Filing Maturity,Brought into Use,Due Diligence Match,Suspended,Longitudinal Distance,Link
USMB-5,United States 🇺🇸,5.0°E,Non-Planned,Late-Stage,Yes,No,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=USMB-5&sel_satname=USMB-5&plan_id=
TELE-X,Sweden 🇸🇪,5.0°E,Non-Planned,Late-Stage,Yes,No,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=TELE-X&sel_satname=TELE-X&plan_id=
SIRIUS-5E-11,Sweden 🇸🇪,5.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIRIUS-5E-11&sel_satname=SIRIUS-5E-11&plan_id=
SIRIUS-5E-9,Sweden 🇸🇪,5.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=C&sat_name=SIRIUS-5E-9&sel_satname=SIRIUS-5E-9&plan_id=
MEASAT-SA1A,Malaysia 🇲🇾,5.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=MEASAT-SA1A&sel_satname=MEASAT-SA1A&plan_id=
LUX-G6-2-E,Luxembourg 🇱🇺,5.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-G6-2-E&sel_satname=LUX-G6-2-E&plan_id=
SIRIUS-5E-2,Sweden 🇸🇪,5.0°E,Non-Planned,Early-Stage,No,n/a,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SIRIUS-5E-2&sel_satname=SIRIUS-5E-2&plan_id=
LUX-G3-2,Luxembourg 🇱🇺,5.0°E,Non-Planned,Late-Stage,Yes,No,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=LUX-G3-2&sel_satname=LUX-G3-2&plan_id=
SIRIUS-3B,Sweden 🇸🇪,5.0°E,Non-Planned,Late-Stage,Yes,No,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SIRIUS-3B&sel_satname=SIRIUS-3B&plan_id=
SIRIUS-P,Sweden 🇸🇪,5.0°E,Non-Planned,Late-Stage,Yes,No,No,0.23°,https://www.itu.int/net/ITU-R/space/snl/bresult/radvance.asp?sat_type=N&sat_name=SIRIUS-P&sel_satname=SIRIUS-P&plan_id=
